account_id,date,type,amount,balance,k_symbol,bank,account,operation
546,441.3082994896544,2,2439,52136,3,13,1715,3
940,458.7017928408511,1,634,58993,5,8,467,3
902,408.51511753540035,2,13,14260,6,13,1715,0
596,278.9195091675312,2,2740,35620,7,13,1715,3
85,219.66961010281796,2,7100,283,7,13,1715,5
539,224.3074383324039,2,9236,57165,7,13,1715,5
606,283.86789451162787,2,3726,32456,7,13,1715,5
1022,431.4169122433289,2,406,22900,1,7,0,0
995,341.43176608589016,2,981,44779,7,8,678,4
841,172.0441278324813,1,14508,178,0,4,943,0
599,392.367632505323,1,284,22913,7,13,1715,4
1070,265.19906386770674,1,5430,22848,7,13,1715,3
526,337.08199310868724,2,4282,34789,6,13,1715,5
258,181.75913861575245,2,15276,18634,6,13,1715,5
633,464.4367949139141,2,674,29633,7,11,1036,5
874,429.0100631912452,1,6751,38774,6,13,1715,5
127,308.11131904558846,1,25780,28449,7,8,315,5
1158,390.2334258638866,2,9675,44151,5,12,1238,2
954,387.3086635568103,1,6533,15513,7,13,1715,5
519,357.1643428144171,2,2496,21510,7,12,882,0
606,459.45505470186237,2,1873,25723,0,5,714,4
535,337.0952083029292,1,88,35800,7,2,892,5
1100,171.58506076110467,1,11032,-759,7,13,1715,5
123,309.24948295675955,1,109,25334,7,13,1715,0
816,233.94739097260234,2,848,14534,6,13,1715,0
373,41.66654419994939,1,9,2678,6,13,1715,5
129,454.74710098272794,2,736,22979,7,13,1715,5
1246,465.04669592587527,2,4532,71255,5,10,1663,5
1087,377.899332189131,1,6423,22916,3,13,1715,3
929,349.04239621944873,2,3,-447,6,9,1715,5
907,458.3497141025173,0,567,31742,7,13,1715,5
981,184.00753354465172,2,33486,28495,7,12,225,0
401,372.3887521896758,2,13,180,7,7,1715,2
811,436.05287743063644,2,12220,35531,7,13,1715,3
1237,430.34549848547033,1,7104,41517,6,13,1715,3
1077,379.726065822232,2,2408,36379,6,13,1715,4
766,364.99147837602817,2,2780,51711,7,13,59,5
788,267.50741436886557,2,2947,24761,6,13,1715,5
1187,356.75227835144364,2,13199,52201,0,10,178,4
1070,130.02070167522928,1,1105,18350,5,8,1238,3
752,219.9978423392249,1,44,5215,3,13,1715,0
818,299.05472938483115,1,10742,23958,7,13,1715,2
196,200.34759482139967,1,6947,33568,6,13,1715,5
247,389.4350902077611,2,13,6805,3,13,1715,2
256,308.2527384113873,1,5422,14671,0,2,59,5
276,416.7390604902943,1,129,34785,7,0,684,5
1110,446.8768963010149,2,4329,28503,7,13,1715,4
1215,415.55054821780953,2,13,30912,7,13,1715,4
521,318.6102332671203,2,259,33140,7,0,287,4
526,400.16829943746774,1,150,4274,7,13,1715,0
184,222.82199388676153,1,54,29462,3,13,1715,2
1073,251.38143219483422,2,2731,31176,7,13,1715,4
995,460.168886962384,2,393,30286,7,13,1715,3
1081,447.0480851377688,2,3532,16287,6,13,1715,0
106,407.7974910092392,2,145,44512,6,13,1715,0
986,270.8901832025112,2,9973,45676,7,12,1524,0
123,458.3949488702772,0,12872,31109,7,13,1715,5
599,311.42904604370625,1,33190,20444,7,11,817,5
971,450.2775639809122,2,1008,25782,0,7,1568,4
37,386.23057936843094,2,5337,19878,7,13,1715,3
1183,272.4204993634812,2,4759,58104,7,13,1715,0
401,330.45757118436023,2,15,43698,0,7,723,5
1206,338.88285069440286,1,26046,65951,0,3,451,4
316,419.35886372659934,1,5859,18597,7,13,1715,3
396,334.6011572858138,1,14275,67372,0,10,697,5
642,265.31725297072677,2,15624,32581,6,13,1715,5
811,415.9267159134625,2,6543,53746,7,13,1715,5
586,388.4400821432838,2,191,58680,7,11,633,3
995,463.33580387645316,2,2193,40334,7,13,1715,5
995,218.57245218391932,1,15,34616,3,13,1715,3
788,308.03481554747714,2,1993,48517,0,12,1007,4
129,335.0002275854416,2,1271,24638,7,11,1093,5
902,276.59334859776885,1,6190,51225,7,13,1715,5
204,268.86235378217754,2,2692,19474,6,13,1715,4
57,334.32687431979303,0,2047,26249,0,6,723,4
89,217.29645999543547,1,808,713,4,13,845,3
191,268.92863169043403,2,6809,49190,7,13,1715,5
733,232.88982712213118,1,300,25216,6,13,1715,5
350,424.7459850346744,2,4469,23617,7,13,1715,3
591,461.3476195641738,0,2192,50580,7,8,501,4
995,369.9785608252583,2,19369,32496,6,13,1715,0
995,459.60683507031956,2,4824,32932,7,13,1715,0
276,355.43588631899354,1,5294,31451,6,13,1715,3
902,340.0524740492233,1,5348,36597,7,6,892,0
381,281.61598105307905,2,23340,64874,5,11,1238,1
927,218.4544971851324,1,3318,25267,7,13,651,5
71,133.4115131594255,2,2,15921,0,10,195,4
129,262.4410562723763,0,1735,43747,7,13,1715,5
1053,430.28632001761446,2,13,18465,7,4,714,4
288,308.1422535066162,2,3403,45545,7,13,1715,5
845,397.18693141839606,2,7913,25907,6,13,1715,5
1225,228.7655835859241,2,5711,6169,6,13,1715,5
595,391.961346211073,2,18,15460,3,13,1715,3
813,425.9844877761712,2,3009,579,0,0,219,3
1242,391.50538822845533,0,15033,45598,7,13,1715,5
1237,377.1212656153058,2,1442,36394,7,13,1715,2
336,217.61630550030048,2,14,15090,0,4,398,4
954,455.1879174071128,1,131,20100,5,10,472,0
1081,338.8609911823771,1,935,27844,6,13,1715,3
575,289.01565554488576,0,8884,31527,7,1,411,2
123,460.93461378210407,1,61,29246,7,13,1715,5
992,100.97470471487654,1,8377,16572,7,13,1715,5
1103,166.39159924511313,1,673,41330,1,0,220,2
1125,312.5003709071719,2,868,25143,3,13,1715,5
1183,386.84334838197714,0,14266,71332,5,4,190,4
1169,457.84098990160123,1,5044,27113,7,13,692,2
34,401.4368873745783,1,111,24182,7,13,0,0
871,248.2943857235511,2,54,17003,7,13,1715,4
864,151.44945868178561,1,25737,30377,7,13,1715,2
811,337.6963302672996,2,19,883,6,13,1715,4
586,218.8285723985521,2,6774,43278,7,13,1715,2
100,273.70557161098253,1,1245,26397,7,13,21,4
816,207.23130182894317,1,5516,7010,5,0,220,3
265,450.4316461686002,2,1067,24968,5,12,478,0
661,459.5162917901959,1,36318,103639,1,0,684,3
447,139.38996591071293,2,644,55076,1,2,195,2
1186,368.0687606965643,2,1874,30141,0,6,195,4
606,308.18676598301556,2,6025,49440,6,13,1715,2
636,344.7741656339773,1,33125,66274,5,0,892,5
586,224.80753840889682,2,14,26532,7,13,1715,4
992,429.0989383634968,2,3599,54077,6,13,1715,5
526,417.2695913591264,1,3971,33043,6,13,1071,3
1073,338.19229755712445,1,10296,12358,0,2,461,2
255,448.4703531290367,2,14,15774,7,13,1715,2
1155,441.7153482433042,1,1848,98386,0,12,1709,0
1227,286.17919715774525,1,6691,36908,5,10,1045,3
1077,258.7994329526259,2,9221,36000,7,13,1715,4
768,406.75003596090943,2,2815,26901,7,10,315,4
1073,367.31463552747545,2,11,17449,7,13,1715,2
100,455.8213833544446,1,8117,21522,5,8,59,0
1181,422.9830264103826,0,7673,11443,7,13,1715,3
921,433.1576811206302,2,2426,20778,6,13,1715,5
766,200.1188247941947,1,130,40641,7,10,195,0
103,434.51269201533216,1,424,58357,0,0,0,3
771,458.62714583315756,1,196,26625,0,7,195,0
1230,465.65870431447,1,4070,16293,7,0,586,3
1000,356.1892710742171,1,127,43646,0,11,433,5
552,153.78406463581936,2,90,15448,0,6,195,2
735,15.056881119924299,1,68,49576,6,13,1715,2
336,391.7679618181141,2,3127,5204,6,13,1715,4
118,460.24326619603005,1,5488,24841,5,0,302,4
209,365.8790429569037,2,14,82476,5,7,684,0
546,192.162163947563,2,17,54394,5,6,1677,4
108,426.14036788048014,1,649,96436,0,0,0,0
773,228.5628786864729,1,889,7121,6,13,1715,3
780,378.7877615002443,2,15,30726,7,13,1715,5
137,379.777489563237,2,3032,22224,6,13,1715,3
46,459.15890981487354,1,6155,79877,7,13,1715,0
184,259.30253329906657,1,131,42656,0,7,704,5
595,461.1111044247804,1,120,36476,7,4,518,5
519,343.38414763061434,2,1782,23206,7,2,817,2
1227,215.3676941649046,2,772,29964,5,11,1071,5
995,119.6114857904212,0,30978,64253,1,6,317,4
944,265.54400145179454,1,74732,61151,0,11,228,0
811,420.9471044163437,2,967,15903,7,9,905,3
258,274.24595089338817,1,12334,34480,7,3,433,0
769,440.91086498596064,2,5427,22634,6,13,1715,5
992,176.82092128191368,1,185,17619,7,8,518,4
811,461.8698147964626,1,11295,38676,2,13,1715,2
733,214.659533738139,2,2686,35596,7,13,1715,5
463,275.7042446681997,2,1811,27021,7,13,1715,2
148,408.8550246135303,2,1538,15392,7,2,1307,4
992,316.0709507000094,1,46611,21539,7,0,684,5
1186,370.4839022934281,1,7455,45565,0,3,1569,5
539,459.2891574667417,2,14,60313,5,4,843,4
921,411.8786065603496,0,4567,19279,7,13,1715,3
1225,428.06520897993704,2,14,41159,0,4,684,4
1073,131.0796692097555,1,4361,3177,7,13,1715,0
1073,217.62496282761384,2,6513,16962,7,13,1519,4
811,464.3075760673442,2,15,39248,7,10,987,2
935,222.6649509922004,1,6825,26798,7,13,1715,5
758,41.26203315908784,2,14,9141,6,13,1715,0
539,373.9797296075632,2,16497,47205,7,13,1715,2
123,196.77044728860238,2,1353,27054,7,13,1715,4
665,112.7514938672267,1,4091,51877,5,9,961,5
806,373.32917799037705,1,388,52412,7,13,1715,3
515,253.960536086568,0,9277,28635,7,13,1715,5
1230,466.54404170522105,2,2528,22221,7,7,1097,4
336,269.1826992552253,1,521,20329,7,13,1715,3
255,265.50745461293326,1,13,17414,3,13,1715,3
539,259.78779678456914,1,8005,7421,0,12,742,0
752,446.76421787245226,2,236,12562,3,13,1715,3
785,242.44885338425914,1,16708,46212,7,13,1715,2
591,410.932866625372,1,164,56497,2,13,1715,0
1237,301.0087146308751,2,647,28528,5,5,1301,2
845,374.7968079191224,2,1490,44139,7,4,296,5
1232,441.9730827573054,2,20,34543,7,3,1715,0
606,266.5088570070698,1,33624,18237,1,1,1414,4
907,107.42637231528707,1,14,26553,0,2,660,4
633,465.62692409180306,1,5133,17191,5,7,697,2
1114,267.21834572692836,1,4169,58934,7,2,1569,3
592,440.6045944850216,2,3409,29517,3,13,1715,0
201,196.93413557882053,1,4794,21578,6,13,1715,0
625,396.7585352538546,1,143,8502,7,13,1715,0
935,360.7250070084314,1,456,127,0,3,276,5
1237,382.9749764877939,1,4279,1476,7,13,1715,5
992,98.66892719343272,1,63,25469,7,13,1715,0
106,401.0275461596664,2,1007,22633,6,13,1715,5
1199,333.6742291931713,1,541,22106,7,13,1715,0
572,115.25634843215516,2,2819,62500,4,6,1131,3
108,373.3984428567941,1,607,24927,7,13,489,0
816,463.6098369758754,2,738,36738,6,2,939,5
143,358.3769615445323,2,637,18295,7,2,57,4
1163,314.8651535149244,2,2940,91256,7,13,988,2
567,381.71707242225455,2,3075,25037,3,13,1715,0
223,239.09906809346072,1,3098,24161,7,13,1715,3
1070,415.59681352803955,1,12971,25273,7,3,0,3
1138,305.2463438652617,2,4601,16559,5,4,188,4
591,340.6263823919489,2,2427,31193,3,13,1715,4
633,65.73330135066747,1,143,30369,3,13,1715,0
733,417.767926109035,2,2597,32959,3,13,1715,5
129,222.28967315088082,1,2787,79722,7,3,1147,0
1055,423.4349803919235,1,106,31018,7,13,1715,3
103,421.3536971466572,1,98,9937,3,13,1715,5
30,281.6625262302595,1,3113,19442,7,0,968,5
1070,359.86904375937706,0,856,21669,7,9,0,5
336,284.4169322998737,2,900,14031,7,13,1715,1
218,408.9430172390267,1,4997,21878,7,7,1003,3
902,321.0122105545976,2,2431,80650,7,13,1715,4
1104,467.52996547292247,1,2388,18188,7,13,1715,1
46,365.11096675771637,2,5770,26547,7,13,1715,0
803,393.99682089559735,1,20126,61659,7,13,1715,0
401,358.0258410032397,2,15,19581,0,2,779,0
938,291.0675815579645,2,15,34321,7,13,1715,3
986,462.362076064622,2,5411,17441,7,3,315,3
118,82.30597194832447,1,20,23299,7,11,1715,4
45,202.8588128364652,2,5689,22976,7,0,885,4
1179,451.75837051046113,1,6949,52805,7,13,1715,0
1230,271.6857000510731,1,120,81605,7,13,1715,3
1206,396.2278533454461,1,258,44796,0,3,21,0
539,165.1060430636948,0,21238,68141,1,11,1485,4
506,219.69272128371705,2,1055,16508,7,13,1715,3
955,220.89268512734068,2,30857,52632,6,12,219,1
1070,428.55341681671223,1,111,31018,7,13,1715,5
129,418.5911135846842,2,12688,12424,7,13,1667,3
777,469.51171051055536,2,2574,33238,6,13,1715,1
806,245.40755189255557,2,15,31446,7,13,1715,4
397,162.94059120310197,1,27014,27480,5,8,136,2
109,242.229714058074,2,104,15456,7,7,987,3
595,263.87546050525907,1,223,53187,7,3,398,5
1186,448.63786601957645,2,142,31619,7,13,1715,0
268,359.02278250730024,2,13,14368,7,13,1715,0
71,304.0082252416437,1,8165,57523,0,10,195,4
1159,333.7392857248123,2,221,62459,0,6,677,4
1158,322.8276514121232,1,123,22806,5,6,1677,3
336,278.7577458646046,2,26038,44118,7,13,1715,2
1021,436.7825525285794,1,2224,25358,3,13,1715,0
528,351.6429526724618,2,13,8067,7,13,1715,5
118,361.88114652176523,2,761,26577,7,13,1715,5
535,427.8839992482139,2,6368,29721,7,13,1715,5
777,188.91188001410032,2,11,19421,7,13,1715,4
935,385.32022317728206,2,997,29632,3,13,1715,3
31,440.2232834561029,1,13,8663,6,13,1715,3
661,309.5771773104583,1,8699,41212,7,2,894,0
1138,49.24692128764276,1,603,18419,5,2,195,3
302,416.79911179262507,2,1045,33033,7,13,1715,5
591,342.1310140119515,2,19,29228,5,12,854,3
376,250.12916404367954,1,189,43537,0,5,1223,4
572,338.1588460237711,1,10472,62713,7,13,1715,5
118,448.05558010875995,1,78,25819,7,0,0,0
547,113.12537286235016,0,34401,62941,0,12,1074,5
1110,270.0913187854623,1,1132,60023,5,5,1238,4
1073,466.246901190292,2,531,15132,7,0,623,3
78,342.4281141332378,2,4726,52923,7,2,1279,5
1021,473.38795887956485,2,3034,30782,7,13,1715,2
595,434.8263837877629,2,13,23939,3,13,1715,0
1053,226.68678043548073,1,3038,18953,0,2,854,4
123,374.0924900423624,0,176,12126,7,13,1715,5
328,248.0395103012022,2,1022,18074,7,13,1715,5
71,456.38852714858024,2,18138,59541,5,10,195,4
123,469.0445216995741,2,3643,33894,5,13,1715,4
218,374.05688246223843,1,235,22124,7,13,1715,0
1181,355.1059845777874,2,2663,31281,7,13,1715,2
992,461.3141747392447,2,726,21112,0,8,854,0
384,409.4253436092219,2,4672,33722,6,13,1715,4
1237,390.1445579531531,0,11491,14999,7,13,1715,4
355,132.0433875984806,1,16,36589,7,13,1715,2
1237,337.8764661131415,2,5003,43896,0,0,333,5
298,366.8565569941911,2,3521,42972,7,13,1715,0
45,252.44489746371454,2,529,52786,7,13,1715,3
1106,307.49107265438175,1,5005,35756,7,11,1376,5
1106,450.76978652536906,2,3128,15418,7,13,1715,2
813,462.5508697727876,2,6580,15854,7,0,461,2
782,213.5528752147356,0,2739,15615,7,7,993,4
265,403.8243002473326,1,73,23005,7,13,1715,2
1070,190.9045972875659,1,23135,60728,0,1,689,3
777,119.18999011151175,2,702,442,7,12,1248,0
1138,274.34129526817674,2,2753,19799,6,13,1715,2
106,237.65722859495045,1,163,28321,7,13,1715,3
401,461.22091881764254,2,3387,44610,7,3,1715,4
521,336.19207288948917,1,9769,37981,7,13,1715,5
1166,438.40057270402576,1,975,23425,7,0,0,3
310,354.7584711246254,1,116,26326,7,13,1715,2
595,336.7761503657545,1,8941,17453,7,13,451,5
136,360.7456464274231,1,31622,53721,7,11,1485,2
572,375.37302525283735,2,1084,33202,7,13,1715,5
445,127.76894022508284,2,17618,44091,7,13,1715,4
816,214.43953937596274,2,329,-541,6,13,1715,0
777,172.2779666227201,2,105,7037,7,2,323,5
312,243.08025867157278,2,13,21610,6,13,1715,5
89,306.7560065196212,2,14,15200,7,13,1715,2
152,387.13614731454885,0,3643,32421,7,9,249,4
129,458.8506048629527,1,6540,12416,7,8,489,5
992,79.44775333975923,1,245,37105,5,11,462,0
1087,221.27626953674786,2,3966,92425,7,13,1715,2
933,370.34090145381765,2,2985,32479,5,13,730,4
384,307.663535382442,1,3786,63969,7,8,684,5
439,306.58971713342163,2,17823,49805,5,12,1128,5
265,340.30749063067213,1,255,41493,0,13,398,3
539,372.01412377951516,2,7125,705,0,3,974,0
986,139.9313119229092,2,537,19651,7,13,1715,5
535,450.0206340431158,2,4101,47217,5,7,1435,4
958,406.32901332337815,1,6986,43810,0,9,0,3
1070,115.04686777787944,1,208,34912,1,11,188,2
735,394.59123133909924,1,104,35337,7,13,1715,3
1152,305.9134692619644,2,3773,16858,3,13,1715,4
864,454.959941034257,1,77,24700,7,13,1715,2
811,395.55728192172273,1,17335,36951,1,12,1110,0
801,370.1908396578619,1,35197,35810,7,13,1715,2
1235,373.9497344058559,2,14317,32061,7,13,1715,5
586,401.691671533778,0,4152,56793,7,12,1341,5
384,100.68804438789421,2,168,60303,1,9,398,1
970,468.3434456212377,2,3947,37501,0,7,1468,0
265,368.243975733999,1,193,83041,5,6,1568,4
902,379.5044269755845,1,6323,28717,7,13,1715,2
241,308.26914333187875,1,3545,18838,7,13,1715,2
350,379.84647341065346,2,13,43769,6,13,1715,5
445,465.284688993692,1,2885,19515,7,13,1715,3
625,335.38988054024543,2,20,62227,1,6,662,4
661,267.0160068969984,1,5038,26222,7,13,1715,0
276,460.58097557308525,2,9134,15957,7,13,1715,4
108,360.8936829163405,1,2799,21661,7,13,1715,2
956,337.2782451386605,2,785,61361,0,2,445,4
174,447.86842000777574,1,52,15044,7,13,1715,0
257,409.352509402746,2,378,13274,6,13,1715,5
147,88.25604281776718,1,74,59745,5,3,1715,5
218,212.18354855074875,2,1744,33432,6,13,1715,4
34,391.8808711629521,1,586,43244,7,9,1279,0
318,371.76519598971726,2,23488,48159,7,11,905,4
1073,245.84793152401005,2,5077,12703,7,13,1715,1
801,406.47714039558747,1,6277,31828,7,13,1715,3
459,460.3833884638951,2,911,58949,0,4,1121,4
354,459.7256071482646,2,1358,64753,0,10,195,5
811,369.12535811616164,2,4698,61047,5,11,526,1
902,269.93609021747216,2,972,45203,1,2,961,4
57,363.1323871999488,2,562,62136,0,10,118,4
995,459.98218161019065,2,3486,6795,7,13,1715,5
1158,160.02829150428857,1,18643,18706,7,13,854,4
18,369.0003025801222,2,2222,592,6,13,1715,5
