account_id,date,type,operation,amount,balance,k_symbol,bank,account
A0000001801,1993-12-19,credit,collection_from_another_bank,4037,20588,pension,EF,11167229.0
A0000000234,1993-08-03,credit,collection_from_another_bank,4492,23382,pension,ST,71830588.0
A0000000655,1993-11-11,debit,transer_to_another_bank,1381,39306,household,YZ,55180138.0
A0000003935,1993-11-17,debit,transer_to_another_bank,0,44054,household,YZ,7615606.0
A0000002527,1993-08-23,credit,deposit,18948,53606,,,
A0000004078,1993-12-19,debit,transer_to_another_bank,5199,34594,household,CD,1054044.0
A0000002771,1994-04-09,credit,collection_from_another_bank,219,29001,,MN,49955166.0
A0000011295,1994-01-03,debit,withdraw_cash,4123,41674,,,
A0000000112,1993-12-09,debit,transer_to_another_bank,1360,18537,household,YZ,33817260.0
A0000002357,1994-02-08,debit,transer_to_another_bank,826,28486,,YZ,0.0
A0000008260,1994-01-04,debit,withdraw_cash,632,19146,,,0.0
A0000003558,1993-12-07,debit,transer_to_another_bank,2652,27517,insurrance_pmt,YZ,0.0
A0000002574,1994-03-18,credit,collection_from_another_bank,5134,26104,pension,ST,8702670.0
A0000006034,1993-10-29,credit,deposit,21879,43510,,,
A0000001005,1993-11-26,credit,deposit,4931,16000,,,
A0000000648,1993-12-10,credit,deposit,22884,14931,,,
A0000007454,1993-07-03,credit,deposit,15576,3188,,,
A0000002253,1993-08-01,cash_withdraw,deposit,29606,47571,,,
A0000000135,1994-03-16,credit,collection_from_another_bank,4878,15075,pension,UV,9881674.0
A0000003699,1993-10-22,credit,collection_from_another_bank,3055,28751,pension,AB,53071703.0
A0000002484,1993-11-06,debit,transer_to_another_bank,4425,15200,household,YZ,5098092.0
A0000004350,1993-08-15,debit,withdraw_cash,49,24828,interest_pmt,,
A0000000212,1994-01-18,credit,interest_pmt,0,30622,interest_pmt,,
A0000008330,1994-01-12,debit,transer_to_another_bank,3676,29732,insurrance_pmt,OP,0.0
A0000002940,1994-01-09,debit,withdraw_cash,635,30252,,,
A0000003693,1993-12-27,credit,interest_pmt,211,16634,interest_pmt,,
A0000001145,1994-03-13,credit,collection_from_another_bank,3770,22370,pension,YZ,7352775.0
A0000000411,1994-01-07,debit,transer_to_another_bank,2144,10348,,ST,6898465.0
A0000001944,1993-12-03,debit,withdraw_cash,1060,25841,,,0.0
A0000007844,1993-06-08,credit,interest_pmt,0,25370,interest_pmt,,
A0000000866,1993-08-06,debit,withdraw_cash,35,29298,,,
A0000000365,1993-07-21,credit,interest_pmt,199,30434,,,
A0000001637,1993-07-01,credit,collection_from_another_bank,5647,16912,pension,UV,51904620.0
A0000010320,1993-12-31,debit,interest_pmt,286,36536,interest_pmt,,
A0000000225,1994-03-06,credit,deposit,3356,71369,,,
A0000008330,1994-03-31,credit,deposit,15142,302,,,
A0000000702,1994-01-14,credit,deposit,821,16068,,,
A0000006226,1993-09-17,credit,interest_pmt,0,27132,interest_pmt,,
A0000001127,1994-01-10,credit,deposit,13268,75661,,,
A0000003223,1994-01-25,debit,transer_to_another_bank,6305,13911,,OP,0.0
A0000009034,1994-01-08,debit,withdraw_cash,3740,54165,,,
A0000006040,1993-12-07,debit,transer_to_another_bank,62,12328,household,YZ,70894525.0
A0000000163,1993-05-26,credit,deposit,17669,-75,,,
A0000001493,1993-11-11,debit,transer_to_another_bank,6634,22477,pension,YZ,38027030.0
A0000001713,1994-01-02,credit,interest_pmt,3617,25394,interest_pmt,,
A0000000944,1994-01-12,debit,transer_to_another_bank,772,35292,,,
A0000000485,1994-01-17,debit,transer_to_another_bank,1375,28827,household,YZ,69798675.0
A0000010320,1993-12-28,debit,interest_pmt,204,16279,interest_pmt,,
A0000000541,1994-01-19,credit,collection_from_another_bank,4317,17231,pension,WX,11468938.0
A0000008475,1994-04-21,credit,collection_from_another_bank,7038,25763,pension,UV,62350831.0
A0000000748,1994-03-25,debit,withdraw_cash,91,16967,interest_pmt,,
A0000003644,1993-11-09,credit,deposit,582,44729,,,
A0000001671,1993-11-07,debit,transer_to_another_bank,901,26240,loan_pmt,YZ,10182624.0
A0000003720,1994-04-03,debit,transer_to_another_bank,4908,25665,household,YZ,919386.0
A0000003136,1993-10-31,debit,withdraw_cash,0,16831,,,
A0000000862,1994-01-21,credit,collection_from_another_bank,4452,15549,pension,WX,49560093.0
A0000002467,1993-10-19,credit,interest_pmt,218,30703,interest_pmt,,
A0000007819,1994-03-01,credit,interest_pmt,117,33986,interest_pmt,,
A0000005700,1994-04-05,credit,interest_pmt,125,47957,interest_pmt,,
A0000000947,1993-06-05,credit,deposit,31,20053,,,
A0000000365,1994-01-25,credit,deposit,4225,13748,,,
A0000000890,1993-11-20,credit,collection_from_another_bank,2628,20977,pension,WX,61729424.0
A0000000576,1994-01-11,debit,withdraw_cash,4221,41080,,,
A0000002574,1993-12-02,credit,deposit,19016,45406,,,
A0000001603,1993-11-03,debit,withdraw_cash,1141,28221,,,
A0000003609,1994-01-14,debit,transer_to_another_bank,1640,38871,household,YZ,13482890.0
A0000007445,1993-12-26,debit,withdraw_cash,0,40688,service,,
A0000000408,1993-06-21,credit,deposit,6242,3949,,,
A0000001844,1993-04-02,credit,deposit,30673,1752,,,
A0000002894,1993-10-31,credit,deposit,13870,14069,,,
A0000000892,1993-08-02,credit,collection_from_another_bank,8209,16449,pension,MN,43041907.0
A0000002581,1994-01-11,debit,withdraw_cash,4395,22448,,OP,6010347.0
A0000000588,1993-11-22,credit,collection_from_another_bank,7560,26661,pension,ST,75232778.0
A0000001126,1993-12-22,debit,withdraw_cash,46,18751,,,
A0000000863,1994-04-03,credit,interest_pmt,0,28797,interest_pmt,,
A0000004119,1994-01-01,debit,withdraw_cash,4607,27247,,,
A0000000397,1994-01-11,debit,transer_to_another_bank,3845,27990,,,0.0
A0000005442,1994-03-02,credit,deposit,1547,60844,,,
A0000002488,1994-01-03,debit,transer_to_another_bank,226,17738,,YZ,34722076.0
A0000000793,1993-06-10,debit,transer_to_another_bank,140,17311,household,YZ,7789053.0
A0000002632,1993-08-11,credit,collection_from_another_bank,1526,27166,pension,ST,61656034.0
A0000001128,1994-03-09,credit,interest_pmt,0,37677,,,
A0000007011,1993-09-06,cash_withdraw,deposit,23624,89334,,,
A0000003374,1994-01-13,credit,deposit,714,29617,,,
A0000001201,1993-10-17,debit,transer_to_another_bank,2656,14387,,YZ,9259972.0
A0000002503,1993-10-16,debit,transer_to_another_bank,4238,16843,household,YZ,11661033.0
A0000001780,1994-01-15,debit,withdraw_cash,1629,30267,,ST,
A0000011135,1994-04-02,credit,interest_pmt,214,19861,interest_pmt,,
A0000002177,1993-07-09,credit,collection_from_another_bank,33010,41053,,,45834028.0
A0000003064,1993-11-02,credit,deposit,4186,16794,,,
A0000000066,1994-01-07,credit,deposit,18822,58292,,,
A0000001495,1994-01-12,debit,withdraw_cash,2647,30490,,,
A0000002584,1993-11-14,credit,collection_from_another_bank,6856,30604,pension,OP,12586512.0
A0000000445,1993-09-12,credit,interest_pmt,103,22585,interest_pmt,,
A0000002457,1994-03-31,credit,interest_pmt,341,17762,interest_pmt,,
A0000000411,1994-02-24,debit,withdraw_cash,273,61098,interest_pmt,,
A0000003575,1993-12-14,credit,collection_from_another_bank,3390,33689,pension,UV,77292227.0
A0000005891,1994-01-26,debit,transer_to_another_bank,149,36136,insurrance_pmt,ST,1722079.0
A0000001416,1994-01-17,credit,transer_to_another_bank,6878,23830,,,
A0000009104,1993-11-01,debit,transer_to_another_bank,195,15582,interest_for_negetive_balance,YZ,11043373.0
A0000004484,1993-03-29,credit,deposit,17689,2681,,,
A0000000415,1993-10-09,debit,transer_to_another_bank,421,31894,,OP,7065918.0
A0000003354,1993-12-28,debit,transer_to_another_bank,9975,47149,,,9291990.0
A0000010079,1994-01-05,credit,deposit,19327,66627,,,
A0000003135,1993-11-01,credit,collection_from_another_bank,23437,36990,,ST,9592055.0
A0000000887,1993-07-20,credit,collection_from_another_bank,2992,18672,pension,EF,61466226.0
A0000002732,1994-02-27,credit,interest_pmt,0,27451,interest_pmt,,
A0000005065,1994-04-01,credit,interest_pmt,214,64506,interest_pmt,,
A0000000362,1993-04-15,credit,deposit,24001,2686,,,
A0000001507,1994-02-05,credit,deposit,1321,20593,,,
A0000001345,1994-04-11,credit,deposit,12125,58878,,,
A0000003222,1994-02-22,credit,collection_from_another_bank,1536,15702,pension,UV,6265489.0
A0000000759,1994-03-24,debit,interest_pmt,51,22542,interest_pmt,,
A0000000234,1993-08-13,credit,collection_from_another_bank,4071,28032,pension,ST,62040391.0
A0000001617,1993-04-25,credit,deposit,18582,66513,,,
A0000001481,1993-12-13,credit,collection_from_another_bank,10026,20410,pension,ST,10891811.0
A0000001726,1993-10-29,debit,transer_to_another_bank,3171,21358,household,YZ,12317890.0
A0000000477,1993-10-23,debit,transer_to_another_bank,1929,27651,household,OP,66489527.0
A0000003050,1993-10-24,debit,transer_to_another_bank,2922,14680,household,YZ,66613198.0
A0000009041,1994-01-15,debit,withdraw_cash,675,32515,service,,
A0000002110,1993-10-18,debit,transer_to_another_bank,1567,30022,household,AB,13846881.0
A0000004774,1994-01-02,debit,transer_to_another_bank,1654,18830,household,YZ,73112929.0
A0000001809,1994-03-05,credit,deposit,19353,50111,,,
A0000002189,1994-02-11,credit,collection_from_another_bank,4929,10785,pension,ST,10527688.0
A0000000897,1994-04-01,debit,withdraw_cash,0,33959,,,
A0000001815,1993-10-16,debit,transer_to_another_bank,388,12442,household,KL,39989652.0
A0000001268,1994-01-09,credit,deposit,293,-877,,,
A0000000119,1993-12-23,debit,withdraw_cash,402,33306,service,,
A0000000188,1993-07-27,credit,collection_from_another_bank,5819,33839,pension,WX,47700478.0
A0000001419,1993-11-01,credit,deposit,24576,4982,,,
A0000004260,1993-06-17,debit,interest_pmt,91,17502,interest_pmt,,
A0000002179,1993-10-30,credit,collection_from_another_bank,30176,62796,,,45801040.0
A0000001378,1993-10-26,debit,transer_to_another_bank,0,7687,household,YZ,603047.0
A0000001134,1994-01-12,debit,withdraw_cash,5755,22578,,,
A0000001617,1994-04-03,credit,deposit,47,26394,interest_pmt,,
A0000006806,1994-03-30,credit,interest_pmt,69,16804,interest_pmt,,
A0000000757,1993-10-21,debit,deposit,2473,12072,,,
A0000004225,1994-01-04,debit,transer_to_another_bank,1718,24166,household,YZ,7433167.0
A0000003939,1993-10-29,debit,transer_to_another_bank,700,59463,,YZ,10424933.0
A0000002486,1993-12-27,debit,interest_pmt,25,18561,interest_pmt,,
A0000010738,1994-01-06,debit,withdraw_cash,6841,33695,,,
A0000001527,1993-11-12,credit,transer_to_another_bank,847,34585,,EF,45836843.0
A0000002907,1994-01-11,debit,transer_to_another_bank,746,10512,pension,AB,16304173.0
A0000002176,1993-10-24,debit,withdraw_cash,9385,17339,,,
A0000003760,1993-12-01,credit,deposit,3612,27210,,,
A0000002896,1993-08-10,credit,collection_from_another_bank,6774,21850,pension,MN,89068890.0
A0000000555,1993-10-17,credit,deposit,18693,60571,,,
A0000000212,1993-10-31,credit,deposit,3689,65975,,,
A0000002002,1994-04-20,credit,collection_from_another_bank,1870,17946,pension,CD,61041983.0
A0000002305,1993-06-29,credit,deposit,22219,2009,,,
A0000004470,1993-12-30,credit,interest_pmt,0,27713,interest_pmt,,
A0000001990,1993-12-03,credit,deposit,22904,66327,,,
A0000000026,1994-04-21,credit,collection_from_another_bank,3440,17480,pension,UV,10393456.0
A0000004937,1994-01-13,credit,deposit,854,99840,,,
A0000002068,1993-04-26,credit,deposit,1454,474,,,
A0000000073,1994-01-15,debit,transer_to_another_bank,2402,23397,household,YZ,50660485.0
A0000000322,1994-04-03,debit,interest_pmt,85,25093,interest_for_negetive_balance,,
A0000002736,1994-01-18,debit,withdraw_cash,5132,19281,,,
A0000003808,1994-01-06,credit,interest_pmt,3840,26454,interest_pmt,,
A0000002123,1993-07-06,debit,transer_to_another_bank,1058,27518,,YZ,25903229.0
A0000003352,1993-11-13,debit,transer_to_another_bank,1829,29087,household,YZ,73311473.0
A0000001166,1994-04-03,debit,transer_to_another_bank,69,17605,household,YZ,0.0
A0000002429,1993-05-21,credit,interest_pmt,191,60801,interest_pmt,,
A0000003939,1994-04-08,debit,transer_to_another_bank,209,23393,household,YZ,8480244.0
A0000002189,1993-08-28,credit,collection_from_another_bank,1728,20449,pension,WX,65815690.0
A0000001269,1994-03-29,credit,interest_pmt,160,3697,interest_pmt,,
A0000006034,1993-09-22,credit,deposit,22803,22643,,,
A0000000702,1993-12-10,credit,deposit,2952,48597,,,
A0000001678,1993-05-25,credit,deposit,401,-32,,,
A0000001069,1993-10-18,credit,deposit,992,42020,,,
A0000001189,1993-08-05,credit,collection_from_another_bank,3193,20747,pension,CD,8318152.0
A0000001222,1993-06-21,credit,interest_pmt,19106,23956,interest_pmt,,
A0000001998,1994-01-16,debit,withdraw_cash,5835,34430,,,
A0000001493,1994-02-12,debit,transer_to_another_bank,3742,17738,household,YZ,58947719.0
A0000005442,1993-11-02,debit,transer_to_another_bank,3035,12639,household,YZ,24461975.0
A0000003955,1994-01-04,debit,transer_to_another_bank,3879,17370,household,YZ,82155218.0
A0000001844,1993-07-10,credit,deposit,36699,45913,,,45879958.0
A0000002072,1993-11-28,credit,collection_from_another_bank,2588,20986,,,
A0000003287,1993-10-14,debit,transer_to_another_bank,3921,28382,,OP,19156.0
A0000002849,1993-06-13,debit,transer_to_another_bank,850,21482,loan_pmt,YZ,11026524.0
A0000001852,1993-06-16,credit,deposit,16776,1309,,,
A0000002554,1993-07-01,credit,collection_from_another_bank,3721,102632,pension,UV,8722830.0
A0000001345,1993-03-19,credit,deposit,10725,63868,,,
A0000000494,1994-01-09,debit,transer_to_another_bank,22486,28286,,,
A0000002479,1993-12-09,credit,deposit,19879,39923,,,
A0000002583,1993-06-11,debit,withdraw_cash,2873,24416,,,
A0000003644,1994-04-02,credit,deposit,2886,27769,,,
A0000000862,1994-01-06,credit,deposit,2844,56926,interest_pmt,,
A0000001898,1993-11-10,debit,transer_to_another_bank,183,17448,household,YZ,8153722.0
A0000001402,1994-03-12,credit,collection_from_another_bank,9426,15774,pension,EF,71955708.0
A0000000086,1993-11-20,credit,collection_from_another_bank,3527,44690,,,8854983.0
A0000001644,1993-10-28,debit,withdraw_cash,4713,18246,,OP,0.0
A0000004350,1993-10-26,credit,collection_from_another_bank,2434,21873,,,3655370.0
A0000003050,1993-12-12,credit,interest_pmt,4898,34800,,,45828990.0
A0000004240,1993-09-10,credit,interest_pmt,384,36635,interest_pmt,,
A0000000774,1993-11-11,debit,transer_to_another_bank,3582,17346,household,YZ,11898887.0
A0000003283,1993-07-15,debit,transer_to_another_bank,2580,22700,household,CD,92358103.0
A0000001200,1993-08-01,credit,collection_from_another_bank,5048,13282,pension,EF,50871951.0
A0000002357,1994-01-08,debit,transer_to_another_bank,2121,34761,household,YZ,11219352.0
A0000002503,1994-01-09,debit,transer_to_another_bank,7315,27478,household,OP,21407774.0
A0000003391,1994-04-04,debit,transer_to_another_bank,373,39750,household,OP,5770957.0
A0000009337,1994-01-05,debit,withdraw_cash,280,27193,interest_for_negetive_balance,,
A0000003222,1993-12-01,credit,collection_from_another_bank,5845,21665,pension,AB,60621868.0
A0000008261,1994-01-20,debit,transer_to_another_bank,4358,25656,household,YZ,0.0
A0000000117,1993-09-13,credit,deposit,36575,70408,,,
A0000001566,1993-06-29,credit,collection_from_another_bank,32596,65022,,UV,10016552.0
A0000002985,1993-11-26,credit,collection_from_another_bank,18637,58184,pension,EF,12298311.0
A0000000504,1994-01-27,credit,interest_pmt,163,651,interest_pmt,,
A0000006715,1993-11-09,credit,deposit,24309,22983,,,
A0000004511,1994-01-22,debit,withdraw_cash,4454,31765,,,
A0000001397,1993-11-10,credit,collection_from_another_bank,315,14312,pension,AB,10326472.0
A0000002029,1993-07-06,credit,deposit,25417,96010,,,
A0000000198,1994-02-13,credit,collection_from_another_bank,4429,35996,pension,CD,78513517.0
A0000003223,1993-07-01,credit,interest_pmt,1144,25647,interest_pmt,,
A0000000062,1993-11-01,credit,deposit,1999,4033,,,
A0000002880,1993-11-06,debit,transer_to_another_bank,1644,25860,household,YZ,9232284.0
A0000001671,1994-01-12,debit,transer_to_another_bank,2872,14334,household,YZ,10202058.0
A0000003078,1993-07-11,debit,transer_to_another_bank,3907,29774,household,YZ,8922450.0
A0000003844,1994-01-05,credit,deposit,19015,1602,,,
A0000000721,1994-01-21,debit,withdraw_cash,3629,33518,,,
A0000004318,1994-01-10,debit,withdraw_cash,6649,26878,pension,,
A0000002568,1993-08-22,credit,collection_from_another_bank,2409,17756,pension,GH,49029401.0
A0000001019,1994-01-10,debit,transer_to_another_bank,2007,12690,household,AB,6769941.0
A0000000890,1993-07-20,credit,collection_from_another_bank,135,26174,,,45847642.0
A0000002011,1993-11-09,debit,transer_to_another_bank,5623,12090,household,YZ,9915680.0
A0000001451,1993-10-28,credit,collection_from_another_bank,6624,20800,pension,CD,10599193.0
A0000002110,1993-11-27,debit,transer_to_another_bank,4615,38642,,AB,3501049.0
A0000001512,1993-08-29,credit,interest_pmt,3102,12977,interest_pmt,,
A0000001630,1994-02-14,credit,collection_from_another_bank,4975,24495,pension,UV,62474322.0
A0000001345,1993-12-06,credit,interest_pmt,103,22030,,,
A0000003613,1994-02-16,credit,collection_from_another_bank,3728,29107,pension,OP,12663768.0
A0000000942,1994-01-05,debit,withdraw_cash,3861,52547,,,
A0000003644,1993-06-22,credit,deposit,15802,2082,,,
A0000011320,1994-04-02,debit,withdraw_cash,4720,28979,,,
A0000001852,1994-01-06,debit,withdraw_cash,1820,15580,,,15060195.0
A0000001536,1994-01-04,debit,withdraw_cash,35,30789,service,,
A0000001792,1994-01-17,credit,collection_from_another_bank,1357,50517,pension,UV,91889667.0
A0000002501,1993-07-04,credit,interest_pmt,134,24586,,,34421483.0
A0000000928,1993-12-14,credit,collection_from_another_bank,3981,29870,pension,UV,71540482.0
A0000000651,1993-09-17,credit,collection_from_another_bank,3109,28255,pension,UV,64059254.0
A0000003745,1993-11-29,debit,transer_to_another_bank,4811,19108,household,YZ,9312550.0
A0000001493,1994-03-03,debit,transer_to_another_bank,175,14726,household,YZ,10937386.0
A0000008330,1993-10-31,credit,deposit,22815,64097,,,
A0000003078,1994-04-09,debit,transer_to_another_bank,3603,14715,household,YZ,64163605.0
A0000008475,1993-11-10,credit,collection_from_another_bank,5197,26568,pension,MN,63708193.0
A0000002932,1994-01-18,debit,transer_to_another_bank,3318,26648,household,YZ,10160693.0
A0000004318,1993-03-25,credit,deposit,18059,-1248,,,
A0000003001,1993-06-21,credit,interest_pmt,29,26497,interest_pmt,,
A0000000197,1993-12-07,credit,interest_pmt,217,30848,interest_pmt,,
A0000002087,1994-01-04,debit,withdraw_cash,432,32403,,,
A0000001699,1993-11-08,credit,collection_from_another_bank,3726,14530,pension,ST,80086578.0
A0000003086,1993-08-17,credit,interest_pmt,255,39948,interest_pmt,,
A0000003651,1994-04-11,credit,collection_from_another_bank,6001,16345,pension,YZ,9028194.0
A0000003483,1993-10-26,debit,transer_to_another_bank,3052,26022,household,YZ,51247810.0
A0000005313,1994-01-06,debit,withdraw_cash,834,31436,,OP,
A0000001412,1994-01-16,credit,collection_from_another_bank,8319,14919,pension,OP,39409098.0
A0000001930,1993-11-05,credit,deposit,13059,29947,,,
A0000005740,1994-01-04,credit,deposit,388,18057,interest_pmt,,
A0000000541,1994-01-31,credit,interest_pmt,55,26549,interest_pmt,,
A0000005442,1994-01-16,debit,withdraw_cash,3658,21315,,YZ,
A0000006555,1993-06-09,credit,deposit,17139,46509,,,78646581.0
A0000002472,1993-08-06,credit,deposit,3846,3495,,,
A0000006353,1993-12-03,credit,collection_from_another_bank,2281,22511,pension,QR,8555562.0
A0000002425,1993-10-24,credit,interest_pmt,287,20259,,,
A0000000465,1993-12-13,debit,transer_to_another_bank,2492,10595,household,YZ,9041327.0
A0000001959,1994-01-30,debit,transer_to_another_bank,3982,22975,insurrance_pmt,YZ,10988098.0
A0000000385,1993-12-31,debit,transer_to_another_bank,2788,34976,household,YZ,25045145.0
A0000005369,1994-03-20,credit,interest_pmt,71,31424,interest_pmt,,
A0000003237,1993-08-06,credit,collection_from_another_bank,2512,23367,pension,GH,68429173.0
A0000003675,1994-01-03,credit,deposit,121,13229,,,
A0000005228,1994-01-21,debit,transer_to_another_bank,3707,43510,,,
A0000008330,1993-07-05,credit,deposit,355,69412,,,
A0000001000,1994-01-07,debit,transer_to_another_bank,3073,30167,,IJ,0.0
A0000003818,1993-12-08,debit,transer_to_another_bank,4572,21776,household,ST,0.0
A0000003310,1993-12-11,credit,collection_from_another_bank,3398,24528,pension,YZ,12017722.0
A0000001419,1993-08-27,credit,collection_from_another_bank,8544,15899,pension,EF,53752568.0
A0000004418,1993-03-05,credit,deposit,33054,1949,,,
A0000005622,1994-02-03,credit,deposit,740,78486,,,
A0000002628,1994-01-20,credit,collection_from_another_bank,3951,15707,pension,QR,69741108.0
A0000003939,1994-01-10,debit,transer_to_another_bank,4675,23283,,WX,0.0
A0000002298,1993-10-25,credit,deposit,6607,25083,,,
A0000000222,1994-01-02,credit,interest_pmt,124,32719,interest_pmt,,
A0000003306,1994-04-11,credit,collection_from_another_bank,7217,22292,pension,WX,14326150.0
A0000005369,1994-01-07,debit,withdraw_cash,3394,24585,,,
A0000002628,1994-01-04,credit,interest_pmt,80,18713,,,
A0000001404,1993-12-07,credit,withdraw_cash,33,3848,,,
A0000000411,1993-10-21,debit,interest_pmt,112,24400,interest_pmt,,
A0000002011,1993-12-30,debit,withdraw_cash,88,44785,service,,
A0000003171,1993-04-23,credit,deposit,10525,2668,,,
A0000000616,1993-07-07,credit,deposit,25673,102012,,,
A0000002527,1994-01-18,debit,transer_to_another_bank,2477,25282,,OP,17258638.0
A0000002410,1993-07-08,credit,deposit,37080,41105,,,
A0000000234,1993-08-15,credit,collection_from_another_bank,2884,22597,pension,ST,6702402.0
A0000001603,1994-01-31,debit,withdraw_cash,0,40824,service,,
A0000002453,1993-11-15,credit,collection_from_another_bank,3160,27443,pension,WX,11316845.0
A0000002732,1993-06-15,debit,withdraw_cash,1571,23019,,,
A0000000426,1994-01-28,credit,deposit,16603,26734,,,
A0000003050,1993-10-27,debit,transer_to_another_bank,2000,40545,household,YZ,9163272.0
A0000002489,1993-12-09,credit,collection_from_another_bank,15465,64861,,,
A0000001338,1993-12-29,debit,transer_to_another_bank,1021,32113,pension,OP,90451143.0
A0000008377,1994-02-07,credit,interest_pmt,3175,74145,,,
A0000001378,1994-01-03,debit,transer_to_another_bank,1404,37546,,YZ,880300.0
A0000000902,1993-12-11,credit,collection_from_another_bank,2635,16583,pension,ST,7251221.0
A0000000969,1993-12-31,credit,withdraw_cash,20177,30379,interest_pmt,,
A0000002838,1993-06-28,credit,deposit,23063,50743,,,
A0000004937,1993-11-08,credit,collection_from_another_bank,6955,22676,pension,AB,0.0
