account_id,date,type,operation,amount,balance,k_symbol,bank,account
1233,380,2,5,23786,64089,7,13,1599
593,399,2,4,1568,40091,0,12,280
214,170,1,2,7290,97032,7,13,1599
123,392,1,0,7124,28239,5,2,1342
1226,384,1,0,31549,19789,7,5,1599
701,393,1,3,126,54223,3,13,1599
448,400,1,0,4069,24807,5,2,667
998,202,1,0,7394,39365,5,2,171
1194,284,1,0,9213,29752,5,7,789
121,260,2,5,1145,25261,7,13,1599
831,395,2,4,3998,17693,0,10,47
860,147,1,3,198,24671,3,13,1599
370,270,2,5,1487,25462,7,13,1599
31,461,1,2,7385,25375,7,13,1599
586,293,2,4,4697,14317,0,12,861
141,320,1,0,8552,19263,5,10,614
1121,298,1,0,6894,27615,5,7,245
551,207,2,4,3669,46303,7,7,1365
304,358,2,5,0,14967,7,13,1599
155,301,1,3,276,63294,3,13,1599
318,142,1,2,1271,31235,7,13,1599
623,407,2,4,213,11049,1,12,79
318,381,2,5,4113,24682,7,13,1599
116,395,1,0,2976,9087,7,5,1313
838,328,2,4,244,20139,1,9,469
400,293,1,0,6008,28331,5,10,1593
1205,159,1,3,14186,61690,7,13,1599
118,306,2,4,2032,53736,0,12,1530
993,153,1,2,3443,20703,7,13,1599
773,196,1,2,21262,60096,7,13,1599
1051,273,2,2,1657,12678,7,13,1599
1178,399,2,4,200,19702,3,12,1372
638,286,2,4,84,33367,7,12,1599
233,252,1,0,3707,18562,5,5,1479
510,344,1,0,5078,29440,5,1,658
1138,345,1,2,2165,34498,7,13,1599
746,339,1,0,4567,60606,5,10,860
409,462,1,5,19741,42253,7,13,1599
377,136,1,3,150,54278,3,13,1599
354,373,1,0,18967,19671,5,5,739
83,306,1,0,5741,95445,5,10,1016
222,317,2,4,204,54674,0,12,750
877,429,1,2,529,16853,7,13,1599
61,459,1,3,181,19662,3,13,1599
1167,389,1,0,547,18792,7,1,631
566,305,2,4,2388,44943,0,12,822
337,289,1,0,5015,27390,5,7,254
1153,404,2,4,323,18467,7,9,615
8,394,0,5,788,13440,7,13,1599
1187,436,2,5,37373,40394,7,13,1599
892,162,1,3,0,11828,3,13,1599
1232,300,1,3,185,53938,3,13,1599
935,261,1,3,16,33594,3,13,1599
1112,395,2,5,4371,78006,7,13,1599
822,381,2,4,0,25819,7,10,886
274,427,1,3,148,54022,3,13,1599
688,398,2,4,2965,24232,0,0,283
797,313,1,3,24,39019,3,13,1599
502,390,1,3,191,14689,3,13,1599
728,398,2,4,8,14565,7,10,130
968,314,2,4,1817,28719,0,12,1371
103,364,1,3,0,38088,3,13,1599
1205,317,1,2,7387,19938,7,13,1599
254,342,2,4,6933,25834,6,12,1287
504,344,1,3,90,55578,3,13,1599
84,386,2,4,218,25574,0,12,87
201,393,2,5,873,55379,7,13,1599
401,301,1,0,6109,15844,5,7,1138
272,368,2,4,185,25540,6,12,449
261,396,1,0,4232,14846,7,4,200
1050,469,2,4,384,80936,0,12,179
9,343,2,4,796,13594,0,4,668
46,246,1,0,9388,20558,5,6,1351
779,248,2,4,1392,20926,7,8,1420
270,400,2,4,1761,9888,7,7,1457
233,462,2,5,1304,39608,7,12,1599
656,365,1,2,4042,63959,7,13,1599
274,279,2,4,125,20308,6,12,38
481,380,2,4,0,15871,7,4,1599
45,150,1,3,186,14922,3,13,1599
67,459,0,2,4306,46281,7,13,1599
241,300,2,4,388,57600,7,12,42
220,387,2,5,1049,23353,7,7,1187
743,283,2,4,1339,47676,7,7,429
634,228,1,0,10660,55374,5,4,1131
1011,386,2,5,803,19164,7,13,0
451,401,1,3,0,37325,3,13,1599
976,394,2,5,349,15482,7,13,1599
618,397,1,0,5473,20489,5,12,1304
811,299,1,2,30451,33489,7,13,1599
807,398,2,4,3430,28682,0,12,894
955,179,1,0,5079,18888,5,2,473
586,305,2,4,7195,60204,0,12,967
275,403,2,4,4711,95079,7,7,235
381,402,1,0,3680,20917,5,2,1290
70,405,1,2,5810,2245,7,13,1599
547,272,1,2,98,29358,7,13,1599
1111,385,2,4,182,26730,0,7,886
764,266,2,4,99,43101,7,6,973
138,313,1,0,6070,25170,5,6,967
523,370,1,2,445,2312,7,13,1599
1136,162,1,3,0,21817,3,13,1599
76,291,2,2,5761,19916,7,13,1126
879,139,2,5,246,39009,7,13,1599
919,462,2,4,1961,18828,7,5,958
107,430,1,2,1744,64845,7,13,1599
787,303,2,4,373,24846,6,12,1599
507,255,1,2,12939,65718,7,13,1599
466,370,2,4,8900,15235,5,0,1586
40,464,2,0,7886,30390,5,2,1038
1241,136,1,2,0,27478,7,13,1599
375,214,1,2,19973,64306,7,13,1599
1207,164,1,3,15,17069,3,13,1599
839,388,1,3,60,13592,5,13,1599
1034,463,1,2,1154,64783,7,13,1599
142,335,2,5,4337,42581,7,13,1599
504,302,1,2,1661,79414,7,13,1599
784,311,1,2,2287,16705,7,13,1599
1163,465,1,2,3428,15774,7,13,1599
209,277,2,5,887,12751,7,13,1599
1,217,2,4,4317,29822,0,12,35
643,174,1,2,68,27639,7,13,1599
108,176,2,0,3754,54673,1,4,799
923,429,1,0,5449,22634,5,3,1366
230,247,2,4,186,37473,0,12,1046
1207,432,1,3,290,42089,3,13,1599
27,438,1,0,5576,18311,5,7,17
520,215,1,0,5529,28891,5,2,171
1192,362,2,5,1583,29406,7,13,1599
1192,372,2,5,1131,40719,7,13,1599
46,177,1,3,19328,54900,7,13,1599
1245,297,2,5,233,19716,6,13,1599
440,306,1,2,1145,64003,7,13,1599
560,386,2,5,3599,14325,7,13,1599
820,293,2,4,4804,20937,1,12,1401
196,425,1,3,54,15458,3,13,1599
1180,252,1,2,1080,1642,7,13,1599
308,169,1,2,20585,42744,7,13,1599
320,345,1,2,14383,4124,7,13,1599
895,301,2,4,2075,43133,1,12,1476
796,393,2,4,482,16605,1,5,1511
57,388,2,5,3262,29568,7,6,65
544,126,1,0,7967,37234,5,7,705
24,273,1,3,32,41125,3,13,1599
1163,149,1,2,2990,25418,7,13,1599
982,382,1,0,41432,17216,7,13,406
667,407,1,0,4371,28814,5,4,691
10,392,2,4,1215,19264,7,10,1004
415,159,1,3,112,42495,3,13,1599
971,301,1,2,4517,30531,7,13,1599
15,156,1,2,911,57343,7,13,1599
1005,409,1,0,5046,20746,5,2,825
634,401,2,4,3999,13808,1,11,397
435,383,2,5,1301,11766,7,13,1599
1112,150,1,2,4218,55756,7,13,1599
491,312,1,0,6847,27079,5,2,678
197,300,1,2,1312,45773,7,13,1599
525,312,2,4,274,35962,0,12,953
477,215,2,5,15268,56279,7,13,1599
238,274,2,4,295,25469,0,7,544
1194,311,2,4,78,28849,1,12,672
331,461,2,4,5082,38339,0,12,794
744,165,1,2,208,17556,7,13,1599
321,395,2,4,3716,22260,0,12,1284
386,377,1,2,979,25538,7,13,1599
1067,381,2,5,99,34890,7,13,1599
975,464,2,4,2351,21803,7,7,332
518,392,2,4,5415,16910,7,6,954
331,292,1,3,58,71094,3,13,1599
645,313,2,5,579,69408,7,13,1599
478,143,1,3,130,31757,3,13,1599
332,462,1,2,22208,52929,7,13,1599
442,251,1,0,9805,29871,5,2,1205
126,285,1,2,1342,2501,7,13,1599
311,394,1,3,3,19839,3,13,1599
1007,192,1,2,1908,3885,7,13,1599
330,310,2,4,309,27190,6,12,1599
1192,303,2,4,278,43416,0,12,873
736,207,1,3,67,41462,3,13,1599
1008,450,2,4,3545,12265,7,6,45
30,399,2,5,6508,28519,7,13,1599
463,163,1,2,14409,66750,7,13,1599
460,220,1,0,5016,21179,5,2,1094
729,312,2,5,4419,42901,7,13,1599
70,376,1,3,6567,29419,3,13,1599
193,403,2,4,1364,20471,0,12,995
205,309,1,0,7789,24942,5,2,1335
1167,269,1,3,0,23939,3,13,1599
1212,269,1,0,7902,9630,5,10,93
1036,281,2,4,4434,13880,0,12,1163
591,395,2,5,3914,16004,7,13,1599
1152,345,1,2,1280,46478,7,13,1599
232,395,1,2,14300,764,7,13,1599
804,397,2,4,3920,15940,7,7,1291
623,294,2,4,307,65124,0,12,21
325,152,1,0,4650,17966,5,1,1599
528,176,1,2,378,24691,7,13,1599
794,386,1,0,6596,35961,7,13,479
134,373,1,0,2765,15470,5,11,652
587,287,2,4,239,29487,0,12,1438
909,143,1,2,13297,69201,7,13,1599
2,336,2,4,7792,41179,0,12,523
1038,312,1,2,304,17917,7,13,1599
393,375,1,2,791,24927,7,13,1599
113,369,2,5,594,29649,7,13,1599
1089,275,2,4,196,18490,0,12,910
256,299,1,3,91,22599,3,13,1599
1192,265,1,3,53,16493,3,13,1599
810,458,1,0,8647,17950,5,2,1377
25,458,2,4,133,12716,6,12,149
881,454,2,4,3577,15937,5,8,440
1169,287,1,2,1388,67531,7,13,1599
101,387,2,4,1676,10255,0,10,1157
777,156,1,0,1503,24316,3,13,1599
916,210,2,4,4430,16216,7,7,1296
755,344,2,4,4582,24254,0,12,1447
840,405,2,5,4247,42487,7,13,1585
901,421,2,4,6761,17456,1,7,952
171,408,2,4,3946,16582,7,7,1207
497,345,1,3,154,16528,3,13,1599
461,167,2,2,1481,62790,7,13,1599
1179,333,1,3,144,52736,3,13,1599
878,314,1,2,1202,54039,7,13,1599
752,291,1,0,5134,21350,5,2,1163
1097,402,1,2,745,708,7,13,1599
449,91,1,0,4224,20038,5,2,1207
1232,173,1,2,18865,52606,7,13,1599
762,459,1,0,0,19457,5,2,1193
1233,137,1,3,153,13618,3,13,1599
264,433,2,4,10025,26311,5,11,1420
138,455,2,5,495,10803,7,13,1599
1155,167,1,3,0,10995,3,13,1599
278,333,2,4,3592,72472,7,4,1117
580,202,1,3,63,28324,3,13,1599
798,392,1,3,12,38678,3,13,1599
281,224,1,2,1556,39819,7,13,1599
5,305,1,2,5471,61437,7,13,1599
815,283,1,3,114,58995,3,13,1599
1245,384,2,4,2406,29202,7,13,1599
747,390,2,5,603,23846,7,13,1599
13,299,1,0,1875,52779,5,7,1156
205,390,1,0,4744,21559,5,13,1599
915,158,1,2,1588,57998,7,13,1599
509,467,1,2,2092,73665,7,13,1599
1217,246,1,3,0,49971,3,13,1599
276,341,1,3,255,55915,3,13,1599
1067,339,2,4,771,22340,7,7,1271
834,361,2,5,2089,47798,6,13,1599
732,298,1,3,99,20683,3,13,1599
5,334,1,2,1662,38554,7,13,1599
461,455,2,4,6142,59048,0,12,1197
25,373,1,3,0,26330,7,13,1599
466,292,2,4,5687,39939,0,12,1272
855,397,1,0,44659,16209,5,2,1139
941,156,1,0,11409,13555,5,2,941
551,461,2,4,6686,40988,0,10,1556
40,430,1,0,25693,19853,5,2,320
533,285,2,4,7493,30392,0,7,550
1240,394,1,3,58,32525,3,13,1599
1136,431,2,4,2820,64797,1,12,742
384,274,1,0,4826,40387,5,2,36
811,304,1,2,418,61860,7,13,1599
554,456,2,4,215,25844,1,12,678
234,391,2,4,1278,25415,7,10,1163
117,460,1,0,4277,37953,5,12,1228
1114,267,2,4,3065,23688,7,13,1429
177,388,2,4,1513,15621,0,1,1425
483,301,2,4,0,19311,7,6,1523
386,466,1,2,979,21093,7,13,1599
949,311,1,0,5270,22083,5,4,539
975,466,2,4,5872,32287,5,6,1310
467,424,2,0,2485,21051,7,13,696
5,166,1,2,1316,19381,7,13,1207
429,396,2,5,14419,19708,7,13,1599
518,321,1,2,2950,2704,7,13,1599
274,216,2,5,8449,32559,7,13,1599
837,402,2,4,5712,16505,7,13,461
142,374,2,4,3175,57537,0,12,874
367,271,2,4,2510,23843,7,7,1599
456,405,2,4,352,18025,7,10,1202
1249,296,2,4,253,67957,7,12,1044
778,291,2,0,740,14962,7,13,253
976,280,2,5,19,15626,0,13,1599
306,356,2,5,7462,43150,7,13,1599
1035,390,2,4,4388,39147,0,7,70
820,290,1,2,13592,55640,7,13,1599
639,393,0,0,1539,18149,5,5,588
120,428,1,0,8162,21363,5,10,1069
521,384,2,4,6147,20466,7,10,906
478,371,1,3,88,36706,3,13,1599
574,359,1,0,641,40144,7,3,1276
578,206,1,2,14496,25736,7,13,1599
28,337,2,4,2334,34576,0,12,1146
1150,340,1,3,152,57838,3,13,1599
844,455,2,4,916,21806,7,7,703
592,338,1,0,9742,23337,5,7,658
1000,370,2,4,1338,15483,7,10,1467
909,153,1,3,0,39510,3,13,1599
469,404,1,0,5877,104304,5,7,927
1112,249,1,0,7880,27968,5,2,1463
1220,165,1,3,10721,20250,7,13,1599
1213,204,1,2,1662,24048,7,13,1599
1186,401,1,2,3173,1084,7,13,1599
887,213,1,0,6065,58517,5,4,182
606,167,1,0,5699,21287,5,4,273
776,401,1,0,5596,16357,5,0,909
687,451,2,4,222,17939,0,12,128
46,466,1,0,6158,25694,5,4,795
1054,207,1,3,191,14038,3,13,1599
64,344,2,4,1840,16037,0,12,1539
513,450,2,4,3380,24367,7,9,0
388,370,1,3,28,12486,3,13,1599
716,386,2,5,148,44185,7,13,1599
691,388,2,4,315,7278,0,7,1527
785,379,2,5,1657,47473,7,13,1599
302,289,2,5,114,17469,7,12,506
1126,367,2,5,1108,41087,7,13,1599
981,356,2,5,758,44452,7,7,1274
975,305,1,0,9374,60901,5,4,68
290,293,2,4,78,18826,1,12,1599
458,401,2,4,5593,15883,7,13,1599
598,369,1,3,179,15207,3,13,1599
669,218,1,0,8377,18031,5,0,604
699,163,1,0,122,19178,5,2,171
834,432,2,4,2249,42838,1,12,516
586,286,2,5,22535,40875,7,13,1599
343,206,2,4,189,29485,7,10,1371
127,305,2,4,237,38144,1,7,141
872,308,1,2,4344,20227,7,13,1599
128,437,1,2,1519,111621,7,13,1599
449,463,1,4,3388,19463,5,2,1363
908,404,1,3,181,23268,3,13,1599
488,389,2,4,0,11252,7,10,933
1085,423,2,5,4322,40509,7,13,880
1192,279,1,5,7299,19766,5,13,795
540,279,2,4,371,32222,0,12,45
197,431,1,2,1239,3672,7,13,1599
25,370,2,5,665,9210,7,13,1599
1180,289,2,0,2854,25915,5,11,870
330,157,1,3,168,45205,3,13,1599
44,393,2,5,36374,18104,7,13,1599
1196,301,1,2,1232,29381,7,13,1599
570,456,1,2,9199,23043,7,13,1599
477,304,2,5,518,24929,7,7,1599
195,152,1,3,112,25967,3,13,1599
982,149,1,3,38,15182,3,13,1599
672,368,2,5,2207,43964,7,13,1599
504,217,1,3,51,35176,3,13,1599
939,364,2,4,2624,75677,7,7,1455
745,390,1,0,3453,25842,7,7,762
583,225,1,0,4130,26441,5,7,133
386,303,1,3,109,60601,7,13,1599
47,397,1,0,8012,12516,5,12,1393
1187,197,1,2,215,21567,7,13,1599
521,279,1,3,127,37241,3,13,1599
349,464,2,4,293,32406,4,12,1568
1206,344,1,2,406,29370,7,13,1599
1026,290,2,4,3162,71718,1,12,632
674,203,1,5,20686,40814,7,13,1599
234,300,1,3,211,42724,3,13,1599
730,293,2,4,10343,26793,5,11,1372
1110,179,1,2,4313,14552,7,13,1599
1206,311,1,2,7158,64637,7,13,1599
1103,389,2,4,762,19671,7,10,595
70,397,2,5,2443,44672,7,13,1599
402,385,2,4,1409,18566,0,7,0
1068,223,1,0,5568,24254,5,2,1517
681,289,2,5,7262,17467,7,13,1599
605,174,1,2,8581,53070,7,13,1599
762,147,1,0,8491,22566,5,5,347
70,308,2,5,4633,30153,7,13,1599
712,296,1,0,8261,20697,5,2,1361
442,385,2,5,1304,10524,7,13,0
841,388,1,0,0,24541,7,0,1272
624,462,2,5,3721,31988,7,13,1599
271,376,2,4,179,58916,0,12,1128
780,443,2,5,23243,83147,7,13,1599
926,295,2,4,945,23322,7,7,1257
474,430,1,2,169,2142,7,13,1599
1145,201,2,4,765,14745,5,11,719
987,285,2,4,2081,26474,7,11,672
745,293,1,0,3118,19824,7,2,869
924,460,1,3,128,13016,3,13,1599
1079,301,1,3,2513,24490,7,13,1599
335,383,2,4,4646,19446,7,1,683
1004,354,2,4,250,31163,7,10,715
1220,279,2,4,98,20225,7,12,999
1117,467,2,4,2674,68277,0,12,1202
672,392,2,5,2049,27810,7,13,1599
757,293,2,4,8302,50121,0,12,1422
574,301,2,4,1139,72548,7,11,1599
696,391,1,0,1125,18021,7,0,422
1221,426,1,3,38,15342,3,13,1599
1249,338,1,0,38980,63817,7,11,1155
1152,397,1,3,22,14454,3,13,1599
227,169,1,3,153,28590,3,13,1599
549,266,1,3,62,22622,3,13,1599
981,175,1,0,4922,22090,5,3,800
63,305,2,5,17487,23808,7,13,1599
25,376,2,4,2483,23341,0,7,617
442,291,1,0,4261,18698,5,5,1097
374,394,2,5,455,34733,7,13,1599
776,179,1,3,182,39822,3,13,1599
276,307,1,3,0,15609,3,13,1599
972,383,2,4,11044,20385,7,10,666
720,277,1,2,1154,2897,7,13,1599
18,465,1,0,4898,96825,5,5,305
168,400,1,0,2926,16484,5,10,71
1218,395,1,0,5138,18620,5,7,1044
794,200,1,3,23,41759,3,13,1599
545,187,1,2,7649,63349,7,13,1599
1187,270,1,3,196,45343,3,13,1599
854,461,2,4,398,60763,0,12,1124
471,143,1,3,19030,37054,7,13,1599
425,398,1,0,4546,14865,5,2,517
985,190,1,2,1065,19130,7,13,1599
807,288,1,0,4539,40627,5,2,880
82,432,1,2,0,24832,3,13,1599
478,172,1,3,124,39448,3,13,1599
1127,452,1,2,2992,29665,7,13,1599
271,396,1,3,0,16975,3,13,1599
223,325,1,2,1125,63991,7,13,1599
676,180,1,3,174,62310,3,13,1599
272,313,2,4,4271,29185,0,12,465
853,129,1,3,82,21515,3,13,1599
43,402,2,5,271,27731,7,13,1599
906,375,1,2,654,3380,2,13,1599
25,291,2,4,199,22686,6,12,1002
435,397,2,4,3602,39540,7,8,538
1164,151,1,2,4023,63145,7,13,1599
834,456,2,4,470,27526,0,12,1341
1205,386,1,3,0,23212,3,13,1599
547,180,1,2,7572,25302,7,13,1599
806,185,2,4,65,28408,7,7,1371
540,390,1,2,37206,40613,7,6,1599
1210,301,1,3,13508,25382,3,13,1599
845,199,1,3,113,57146,3,13,1599
1044,304,1,3,189,37451,3,13,1599
1026,400,2,4,322,19725,0,12,1230
31,395,2,5,3482,21110,6,13,1599
1180,400,1,3,126,47557,3,13,1599
1020,465,1,2,114,3931,7,13,1599
1031,398,2,5,5356,18973,7,13,0
846,228,1,0,5007,16739,5,2,50
1237,196,1,2,652,58998,7,13,1599
449,458,1,3,0,33869,3,13,1599
516,313,1,0,6594,27292,5,10,922
501,159,1,2,7740,27205,7,13,1599
961,282,2,5,409,13738,7,13,1599
25,296,2,4,445,28195,0,12,731
155,381,1,0,30921,36565,7,7,741
347,370,1,0,5627,18378,5,9,1073
115,465,2,4,7463,34788,7,12,820
347,177,1,0,3352,21055,5,2,1163
334,305,2,4,0,20380,6,12,737
865,308,2,4,6671,35008,0,12,668
367,452,1,3,104,12305,3,13,1599
271,161,1,0,4240,14593,5,2,402
924,307,1,0,5097,22053,5,7,795
865,406,1,2,998,18829,7,13,1599
949,402,1,2,7694,22988,7,13,1599
109,385,2,4,0,14109,0,7,192
982,401,2,0,2063,24048,1,9,78
1139,370,2,4,1214,17872,7,7,1296
123,436,1,0,6518,30069,5,7,1479
1186,194,1,2,19003,80231,7,13,1599
811,164,1,3,138,59802,3,13,1599
233,285,2,4,233,35212,7,12,523
780,289,2,4,423,23477,0,12,225
177,253,2,4,353,69342,0,12,290
308,168,1,3,177,60021,3,13,1599
1013,390,1,0,2464,17142,7,10,1293
544,311,2,4,1945,19697,0,12,263
176,176,1,0,8098,18416,5,2,838
741,458,2,5,5021,32583,7,13,1599
742,398,2,4,1274,15211,0,0,1476
814,223,1,3,190,56469,3,13,1599
644,172,1,0,23439,20025,5,0,432
566,396,2,5,15422,72310,7,13,1599
354,153,1,3,67,23664,3,13,1599
1152,291,1,2,1713,15104,7,13,1599
811,159,1,2,3488,18403,7,13,1599
963,405,2,4,1495,20694,0,7,1457
705,364,1,3,0,17509,6,13,1599
753,203,1,3,186,62219,3,13,1599
762,427,2,4,38571,45600,7,10,1538
506,338,1,0,9330,15178,5,2,50
803,389,2,5,1691,28183,7,13,1599
479,457,1,3,125,61254,3,13,1599
471,315,1,2,1364,4453,7,13,1599
138,382,2,4,5658,33289,0,12,732
371,399,2,5,1667,18040,7,13,1599
391,392,1,3,891,49730,3,13,1599
379,461,2,4,1961,17638,0,12,1385
1,190,1,2,1798,28250,7,13,1599
323,383,0,4,975,21815,7,7,1234
1201,298,2,4,7668,38253,0,12,75
78,320,1,2,8639,68745,7,13,1599
625,384,2,5,4413,12415,7,13,1599
1169,243,2,5,1535,21633,7,13,0
503,448,2,5,1066,62330,7,13,0
1174,308,2,4,7024,44692,0,12,701
629,396,1,0,5572,19213,5,10,588
460,458,2,5,1654,21498,7,13,783
18,284,1,0,1901,37132,5,10,1421
593,433,2,4,260,31341,0,12,1568
555,227,1,2,1432,35829,7,13,1599
256,363,2,4,2430,76501,7,13,354
993,451,2,5,675,20421,6,13,1599
449,297,2,4,1699,14369,0,12,263
1042,401,2,4,99,15299,0,12,1097
639,406,2,4,3543,21803,0,8,73
1041,319,1,2,994,2213,7,13,1599
669,336,1,0,4666,16237,5,6,143
613,214,1,2,6912,15308,3,13,1458
481,347,1,0,10977,18329,5,2,171
981,399,1,2,17242,21015,7,13,1599
316,463,1,0,3904,22473,5,1,1571
787,374,1,3,0,39848,3,13,1599
1220,307,1,3,229,24054,5,13,1599
461,305,2,5,3737,29528,7,13,1599
1031,156,1,3,94,43394,3,13,1599
770,447,2,4,28959,42236,7,2,776
1115,289,2,4,352,28925,0,12,1389
504,430,1,3,85,21573,3,13,1599
1036,297,2,4,145,31248,1,12,833
8,389,1,0,1029,15989,5,7,245
602,197,1,2,295,31167,7,13,1599
209,427,2,4,5578,17131,0,12,1472
339,195,1,2,1233,20752,7,13,1599
999,403,1,0,5683,26452,5,2,368
1085,468,2,4,4907,23949,7,12,1599
117,364,1,0,7391,16777,5,7,438
345,427,1,2,22577,61172,7,13,1599
1165,167,1,3,33,19516,7,13,1599
61,422,1,3,171,56247,3,13,1599
272,449,2,5,703,18301,7,13,1599
1183,340,1,0,5230,69276,5,6,1393
1109,284,2,4,6721,36962,0,12,1281
146,292,1,2,2535,21354,7,13,1599
138,368,2,5,10414,27206,7,13,1599
1120,310,1,2,23141,58577,7,13,1599
1162,342,1,2,2078,42362,7,13,1599
525,391,2,4,4922,14482,7,6,1175
817,337,2,5,586,18937,7,10,1323
836,455,2,5,1300,41543,7,13,1599
543,375,1,2,211,25339,7,13,1599
1036,406,2,4,264,26286,1,12,1237
108,370,2,5,231,25970,7,13,1599
899,185,1,2,1431,45275,7,13,1599
125,381,2,4,5545,21488,7,6,173
500,331,2,4,2667,21366,1,11,43
249,391,2,5,38698,19736,7,13,1599
445,305,2,4,56,16738,1,12,1500
591,304,1,2,1778,35209,7,13,1599
132,382,2,5,597,12064,7,13,1599
916,306,1,2,8175,33142,7,13,1599
236,389,2,4,2237,22517,1,7,30
107,159,1,2,553,53921,7,13,1599
865,344,1,3,147,39715,3,13,1599
212,393,1,0,2719,18610,7,7,1210
555,421,1,3,242,35995,3,13,1599
760,461,2,4,234,30073,7,12,303
315,394,1,3,142,48843,3,13,1599
312,367,2,4,7373,16805,0,6,136
390,459,1,2,977,58391,7,13,1599
981,345,1,0,6176,20212,5,7,1381
629,314,1,0,4184,26465,5,11,698
1055,393,2,4,2465,34500,7,0,1134
932,393,1,0,0,14181,7,1,175
1217,367,1,3,15,39547,3,13,1599
923,286,2,4,121,27872,1,7,528
36,385,2,4,794,28934,7,10,715
195,266,2,5,2123,10466,7,13,1599
975,423,1,0,4982,25668,5,2,1319
500,229,1,2,69,93478,7,13,1599
456,466,2,4,7287,20054,0,12,1542
298,132,1,2,522,17167,7,13,1599
283,391,2,4,899,4821,7,13,419
985,463,1,2,77,18558,7,13,1599
748,341,2,4,1665,12606,7,7,1033
770,340,1,3,175,36819,3,13,1599
765,453,1,3,0,53710,3,13,1599
978,328,1,2,1508,3704,7,13,1599
1044,389,1,2,4574,78942,7,10,1230
1072,216,2,4,1320,56197,7,13,0
442,168,1,0,7977,26118,5,6,235
388,236,2,5,10753,23051,7,13,1599
24,245,1,0,3638,15812,5,4,171
620,214,1,3,223,43092,3,13,1599
1217,355,1,2,0,7620,7,13,1599
1163,287,2,5,1625,38849,7,13,1599
1195,271,1,3,101,14236,3,13,1599
703,433,2,4,171,15778,6,12,523
488,411,2,4,4128,21964,0,10,280
465,299,2,2,1107,28811,7,13,1599
289,392,1,3,44,11157,3,13,1599
1229,295,1,2,114,25796,3,13,1599
83,260,2,5,1181,30467,7,13,1599
926,390,2,4,7978,31974,0,7,56
1149,341,2,4,334,33825,1,12,1437
272,396,2,4,7951,38290,1,12,599
945,165,1,2,14197,64230,7,13,1599
806,388,2,4,3630,25371,0,9,992
787,194,1,2,6840,26424,7,13,1599
154,217,2,4,9510,60998,0,0,1334
250,290,2,4,1255,23181,0,7,1397
634,303,1,0,3552,27444,5,2,703
212,428,1,2,608,20786,7,13,1599
1038,256,2,2,1248,37895,7,13,1599
6,290,1,3,124,55763,3,13,1599
1089,394,2,3,176,19370,6,12,94
78,377,2,5,2185,85946,7,13,1599
860,400,2,4,3270,21267,7,13,180
580,386,1,0,1578,12765,7,11,877
707,371,2,5,33890,29723,7,13,1599
466,395,2,4,2702,29381,0,12,845
1104,195,2,4,3604,49180,7,7,1599
1102,393,2,4,1672,24362,0,9,894
246,425,1,0,9627,28199,7,1,722
656,212,2,4,276,27465,0,12,669
1150,281,2,5,729,26978,7,13,1599
1213,391,2,5,63,42459,3,13,1599
756,461,2,4,321,24785,7,12,989
1131,391,2,5,3921,25151,7,13,1599
