account_id,date,type,operation,amount,balance,k_symbol,bank,account
716,35,1,2,24381,25481,7,13,1715
114,35,1,2,400,400,7,13,1715
588,35,1,0,5123,11067,5,12,1081
306,35,1,2,23330,23930,7,13,1715
240,35,1,2,700,700,7,13,1715
525,35,1,2,8500,13721,7,13,1715
521,35,1,0,3191,3991,7,0,432
102,35,1,0,23041,23441,7,11,70
460,35,1,0,5224,6024,5,1,1634
491,35,1,0,5029,5429,5,10,702
209,35,1,0,6238,7338,5,10,531
216,35,1,0,3401,7617,7,4,114
266,35,1,2,900,900,7,13,1715
773,35,1,2,20213,20413,7,13,1715
1249,35,1,2,7618,8618,7,13,1715
93,35,1,2,19935,20735,7,13,1715
174,35,1,2,600,600,7,13,1715
312,36,1,0,3375,3575,7,3,22
111,36,1,2,12817,13117,7,13,1715
1032,36,1,2,500,500,7,13,1715
985,36,1,2,38645,50459,7,13,1715
921,36,2,5,1600,22271,7,13,1715
349,36,1,2,10600,17797,7,13,1715
56,36,1,0,5859,6159,5,3,294
633,36,1,2,5500,17165,7,13,1715
606,36,1,2,700,700,7,13,1715
255,36,1,0,3217,4017,7,7,1230
1039,36,1,2,14626,15526,7,13,1715
266,36,1,2,4550,5450,7,13,1715
1011,36,1,0,4356,4656,5,3,544
467,36,1,0,6689,7589,5,9,768
643,36,1,2,600,600,7,13,1715
629,37,2,4,9612,80033,0,2,13
1045,37,1,2,5080,5280,7,13,1715
123,37,1,0,5039,5439,5,6,403
134,37,1,0,12785,13485,7,10,1260
325,37,1,0,4212,4912,5,11,1270
505,37,1,0,17632,18632,7,8,1338
506,37,1,0,3242,6996,7,9,763
623,37,1,0,3395,3595,7,9,348
1179,37,1,2,200,200,7,13,1715
923,37,1,0,3399,3999,7,3,1181
539,37,1,0,5298,11015,5,10,269
1230,37,1,2,14493,15593,7,13,1715
573,37,1,2,28157,81962,7,13,1715
571,37,1,2,1800,19390,7,13,1715
270,37,1,0,31348,31548,7,9,1523
670,37,1,0,5544,6044,5,3,102
575,37,2,5,14100,32859,7,13,1715
1104,37,1,2,33045,33345,7,13,1715
917,37,1,2,1800,18556,7,13,1715
601,38,1,2,200,200,7,13,1715
1169,38,1,2,600,600,7,13,1715
222,38,1,2,200,200,7,13,1715
138,38,1,2,20066,66243,7,13,1715
707,38,1,2,400,400,7,13,1715
501,38,1,2,1000,1000,7,13,1715
1059,38,1,0,27666,27666,7,2,333
1059,38,1,2,500,28166,7,13,1715
535,38,1,2,600,600,7,13,1715
1126,38,1,2,700,700,7,13,1715
397,38,1,2,700,3851,7,13,1715
397,38,1,0,3151,3151,7,5,1613
272,38,1,2,1000,1000,7,13,1715
349,38,1,2,6774,24571,7,13,1715
72,38,1,2,800,800,7,13,1715
102,38,2,5,1500,21941,7,13,1715
800,38,1,2,22452,23252,7,13,1715
1205,38,1,2,800,800,7,13,1715
768,38,1,2,1100,1100,7,13,1715
231,38,1,0,44333,44533,7,12,47
1250,38,1,2,18347,19447,7,13,1715
630,39,1,2,13900,14700,7,13,1715
275,39,1,2,19746,20846,7,13,1715
310,39,1,2,400,400,7,13,1715
308,39,1,0,48098,49098,7,9,555
240,39,1,2,7041,7741,7,13,1715
777,39,1,2,9100,16566,7,13,1715
778,39,1,2,10584,11184,7,13,1715
61,39,1,0,49590,49790,7,4,1005
541,39,1,0,3021,3921,7,10,678
429,39,1,2,500,500,7,13,1715
703,39,1,2,14264,34775,7,13,1715
975,39,1,0,6242,6742,5,0,220
233,39,1,2,5400,18581,7,13,1715
180,39,1,2,13851,31347,7,13,1715
998,39,1,2,17366,37387,7,13,1715
630,40,1,2,5072,19772,7,13,1715
598,40,1,2,1100,1100,7,13,1715
218,40,1,2,1100,1100,7,13,1715
129,40,1,0,47831,48531,7,0,1657
707,40,1,2,12015,12415,7,13,1715
364,40,2,5,5200,33215,7,13,1715
640,40,1,2,8905,9805,7,13,1715
555,40,1,2,23524,23724,7,13,1715
941,40,1,0,6007,12633,5,6,1283
691,40,1,2,1000,1000,7,13,1715
762,40,1,2,300,300,7,13,1715
93,40,1,2,1200,21935,7,13,1715
629,41,1,2,31038,111071,7,13,1715
629,41,2,5,25200,85871,7,13,1715
417,41,1,2,43737,56237,7,13,1715
218,41,1,0,12154,13254,7,8,356
1049,41,1,2,23736,24036,7,13,1715
470,41,1,2,24863,25963,7,13,1715
625,41,1,2,400,400,7,13,1715
741,41,1,2,200,200,7,13,1715
165,41,1,0,6207,13334,5,12,529
573,41,2,5,29700,52262,7,13,1715
571,41,1,2,14622,34012,7,13,1715
468,41,1,0,4758,4958,5,3,1567
768,41,1,2,5810,6910,7,13,1715
233,41,1,2,12644,31225,7,13,1715
174,41,1,2,22349,22949,7,13,1715
1169,42,1,2,19588,20188,7,13,1715
1169,42,1,2,27078,47266,7,13,1715
1131,42,1,0,32594,33494,7,1,890
416,42,1,0,25609,25909,7,8,892
1047,42,1,2,20281,20481,7,13,1715
531,42,1,2,700,700,7,13,1715
536,42,1,2,900,900,7,13,1715
336,42,1,0,6310,7010,5,5,1358
685,42,1,2,14319,15419,7,13,1715
985,42,2,5,14400,36059,7,13,1715
627,42,1,0,6434,13687,5,7,597
658,42,1,2,14779,36200,7,13,1715
525,42,1,2,4507,18228,7,13,1715
777,42,1,2,6446,23012,7,13,1715
190,42,1,2,17477,38904,7,13,1715
439,42,1,0,4276,9265,5,10,302
1111,42,2,5,9600,36059,7,13,1715
1003,42,1,2,13875,14575,7,13,1715
78,42,1,2,12043,12343,7,13,1715
645,42,1,2,4391,4991,7,13,1715
451,42,1,0,4327,5427,5,0,881
46,43,1,0,6698,7598,5,12,1336
137,43,1,2,16392,17392,7,13,1715
612,43,1,2,700,700,7,13,1715
720,43,1,2,15263,15463,7,13,1715
677,43,1,2,1100,1100,7,13,1715
1066,43,1,2,18729,18929,7,13,1715
401,43,1,0,5009,10231,5,0,942
398,43,1,0,3098,4098,7,0,385
778,43,1,2,9000,20184,7,13,1715
606,43,1,0,4729,5429,5,0,1036
442,43,1,0,5718,11951,5,10,787
488,43,1,2,700,700,7,13,1715
1020,43,2,5,500,24600,7,13,1715
1020,43,1,2,24400,25100,7,13,1715
788,43,1,2,9658,10058,7,13,1715
691,43,1,2,14963,15963,7,13,1715
466,43,1,2,13967,34972,7,13,1715
767,43,1,2,6959,21637,7,13,1715
917,43,1,2,15914,34470,7,13,1715
1249,43,1,2,9800,18418,7,13,1715
126,44,1,0,3058,3558,7,9,514
1244,44,1,2,600,600,7,13,1715
114,44,1,2,18497,18897,7,13,1715
536,44,1,2,20567,21467,7,13,1715
677,44,1,0,6148,7248,5,1,77
1214,44,1,0,4470,9362,5,1,672
639,44,1,2,400,400,7,13,1715
633,44,1,2,10737,27902,7,13,1715
971,44,1,2,15447,16447,7,13,1715
210,44,1,2,24009,24509,7,13,1715
1111,44,1,0,44749,80808,7,4,1401
567,44,1,2,12138,12438,7,13,1715
39,45,1,2,900,900,7,13,1715
1,45,1,2,800,1200,7,13,1715
907,46,1,2,900,900,7,13,1715
1230,46,1,2,4200,19793,7,13,1715
152,46,1,2,700,700,7,13,1715
933,46,1,2,1100,1100,7,13,1715
265,46,1,2,1000,1000,7,13,1715
732,46,1,2,1300,2100,7,13,1715
1045,47,1,2,8000,13280,7,13,1715
111,47,1,2,6000,19117,7,13,1715
1090,47,1,2,29511,30211,7,13,1715
899,47,1,2,200,200,7,13,1715
929,47,1,2,900,900,7,13,1715
810,47,1,2,600,600,7,13,1715
25,48,1,2,1100,1100,7,13,1715
907,48,1,2,44162,45062,7,13,1715
132,48,1,2,600,600,7,13,1715
1126,48,1,2,24023,24723,7,13,1715
933,48,1,2,900,2000,7,13,1715
803,48,1,2,400,400,7,13,1715
942,48,1,2,200,200,7,13,1715
1003,48,1,2,6600,21175,7,13,1715
37,49,1,2,300,300,7,13,1715
992,49,1,2,800,800,7,13,1715
1126,49,1,2,33410,58133,7,13,1715
61,49,2,5,14800,34990,7,13,1715
970,49,1,2,400,400,7,13,1715
284,49,1,2,800,800,7,13,1715
644,49,1,2,500,500,7,13,1715
629,50,1,2,19136,105007,7,13,1715
629,50,2,5,33900,71107,7,13,1715
275,50,1,2,4100,24946,7,13,1715
129,50,2,5,10500,38031,7,13,1715
130,50,1,2,13400,14400,7,13,1715
210,50,2,5,600,23909,7,13,1715
1102,50,1,2,700,700,7,13,1715
577,50,1,2,500,500,7,13,1715
1250,50,1,2,3700,23147,7,13,1715
87,50,1,2,1000,1000,7,13,1715
843,50,1,2,1000,1000,7,13,1715
416,51,1,2,100,26009,7,13,1715
720,51,1,2,3300,18763,7,13,1715
1075,51,1,2,800,800,7,13,1715
788,51,1,2,9400,19458,7,13,1715
933,51,1,2,45925,47925,7,13,1715
1090,52,1,2,41740,71951,7,13,1715
634,52,1,2,500,500,7,13,1715
78,52,1,2,6200,18543,7,13,1715
640,52,1,2,8000,17805,7,13,1715
452,52,1,2,200,200,7,13,1715
249,53,1,2,500,500,7,13,1715
1047,53,1,2,3100,23581,7,13,1715
271,53,1,2,300,300,7,13,1715
1090,53,1,2,31332,103283,7,13,1715
1090,53,2,5,62100,41183,7,13,1715
574,53,1,2,600,600,7,13,1715
1209,53,1,2,7100,13282,7,13,1715
1208,53,1,2,28361,28661,7,13,1715
1104,53,2,5,4000,29345,7,13,1715
186,53,1,2,200,200,7,13,1715
1131,54,2,5,4500,28994,7,13,1715
137,54,1,2,900,18292,7,13,1715
367,54,1,2,900,900,7,13,1715
831,54,1,2,900,900,7,13,1715
281,54,1,2,1000,1000,7,13,1715
270,54,2,5,1500,30048,7,13,1715
602,55,1,2,300,300,7,13,1715
470,55,2,5,2500,23463,7,13,1715
555,55,1,2,2700,26424,7,13,1715
444,55,1,2,11000,11700,7,13,1715
161,55,1,2,300,300,7,13,1715
58,55,1,2,800,800,7,13,1715
1115,55,1,2,900,900,7,13,1715
1149,55,2,5,8900,36168,7,13,1715
1149,55,1,2,23990,45068,7,13,1715
716,56,2,5,1400,24081,7,13,1715
143,56,1,2,800,800,7,13,1715
683,56,1,2,10700,11500,7,13,1715
306,56,1,2,1800,25730,7,13,1715
1163,56,1,2,1100,1100,7,13,1715
1,56,1,2,10900,12100,7,13,1715
0,56,1,2,1100,1100,7,13,1715
500,57,1,2,900,900,7,13,1715
120,57,1,2,200,200,7,13,1715
1066,57,1,2,5200,24129,7,13,1715
955,57,1,2,800,800,7,13,1715
659,57,1,2,200,200,7,13,1715
456,57,1,2,800,800,7,13,1715
801,57,1,2,200,200,7,13,1715
1206,57,1,2,900,900,7,13,1715
773,57,1,2,3900,24313,7,13,1715
425,57,1,2,900,900,7,13,1715
97,57,1,2,600,600,7,13,1715
478,57,1,2,900,900,7,13,1715
275,58,1,3,33,24979,3,13,1715
270,58,1,3,22,30070,3,13,1715
266,58,1,3,18,5468,3,13,1715
629,58,2,5,14,71437,6,13,1715
506,58,1,3,15,7012,3,13,1715
703,58,1,3,121,34897,3,13,1715
707,58,1,3,35,12450,3,13,1715
716,58,1,3,10,24091,3,13,1715
720,58,1,3,22,18785,3,13,1715
1131,58,1,3,21,29015,3,13,1715
416,58,1,3,31,26040,3,13,1715
397,58,1,3,9,3860,3,13,1715
401,58,1,3,21,10253,3,13,1715
240,58,1,3,23,7764,3,13,1715
233,58,1,3,103,31328,3,13,1715
255,58,1,3,13,4030,3,13,1715
231,58,1,3,139,44672,3,13,1715
1149,58,1,3,102,36270,3,13,1715
1208,58,1,3,21,28707,3,13,1715
1230,58,1,3,38,19831,3,13,1715
364,58,1,3,160,33375,3,13,1715
985,58,1,3,110,36169,3,13,1715
1020,58,1,3,58,24658,3,13,1715
998,58,1,3,83,37471,3,13,1715
1003,58,1,3,34,21209,3,13,1715
102,58,1,3,68,22009,3,13,1715
1250,58,1,3,31,23205,3,13,1715
1214,58,1,3,20,9383,3,13,1715
1,58,1,3,5,12105,3,13,1715
190,58,1,3,89,38993,3,13,1715
180,58,1,3,110,31457,3,13,1715
174,58,1,3,61,23010,3,13,1715
971,58,1,3,2,19649,3,13,1715
800,58,1,3,72,23324,3,13,1715
451,58,1,3,13,5440,3,13,1715
439,58,1,3,20,9286,3,13,1715
442,58,1,3,25,11977,3,13,1715
488,58,1,3,2,702,3,13,1715
459,58,1,3,50,19620,3,13,1715
470,58,1,3,14,23477,3,13,1715
466,58,1,3,110,35082,3,13,1715
677,58,1,3,16,7264,3,13,1715
685,58,1,3,39,15458,3,13,1715
907,58,1,3,73,45135,3,13,1715
1045,58,1,3,23,13303,3,13,1715
138,58,1,3,249,66492,3,13,1715
165,58,1,3,29,13363,3,13,1715
567,58,1,3,3,20141,3,13,1715
571,58,1,3,117,34129,3,13,1715
575,58,1,3,199,72343,3,13,1715
1047,58,1,3,21,23602,3,13,1715
933,58,1,3,57,47982,3,13,1715
1039,58,1,3,53,15579,3,13,1715
921,58,1,3,99,22370,3,13,1715
417,58,1,3,150,56387,3,13,1715
573,58,1,3,220,52482,3,13,1715
691,58,1,3,38,16001,3,13,1715
1104,58,1,3,26,29371,3,13,1715
588,58,1,3,24,11092,3,13,1715
606,58,1,3,12,5441,3,13,1715
78,58,1,3,19,18562,3,13,1715
93,58,1,3,62,21997,3,13,1715
575,58,1,2,39285,72144,7,13,1715
306,58,1,3,11,25741,3,13,1715
308,58,1,3,146,49244,3,13,1715
536,58,1,3,47,21514,3,13,1715
525,58,1,3,54,18282,3,13,1715
555,58,1,3,15,26439,3,13,1715
539,58,1,3,23,11038,3,13,1715
941,58,1,3,27,12661,3,13,1715
923,58,1,3,13,4012,3,13,1715
917,58,1,3,111,34582,3,13,1715
216,58,1,3,17,7634,3,13,1715
218,58,1,3,35,13289,3,13,1715
210,58,1,3,32,23941,3,13,1715
488,58,1,2,18972,19674,7,13,1715
971,58,1,2,3200,19647,7,13,1715
61,58,1,3,52,35042,3,13,1715
1102,58,1,2,44455,45161,7,13,1715
627,58,1,3,30,13717,3,13,1715
629,58,1,3,344,71452,3,13,1715
633,58,1,3,84,27986,3,13,1715
630,58,1,3,55,19827,3,13,1715
640,58,1,3,18,17823,3,13,1715
645,58,1,3,12,5003,3,13,1715
658,58,1,3,117,36318,3,13,1715
1111,58,1,3,268,81076,3,13,1715
1126,58,1,3,90,58223,3,13,1715
1102,58,1,3,6,706,3,13,1715
1169,58,1,3,119,47385,3,13,1715
1209,58,1,3,25,13308,3,13,1715
1208,58,1,3,25,28686,3,13,1715
111,58,1,3,34,19151,3,13,1715
137,58,1,3,13,18305,3,13,1715
114,58,1,3,42,18939,3,13,1715
134,58,1,3,44,13529,3,13,1715
129,58,1,3,50,38081,3,13,1715
349,58,1,3,84,24655,3,13,1715
1066,58,1,3,7,24136,3,13,1715
1090,58,1,3,70,41252,3,13,1715
1059,58,1,3,88,28254,3,13,1715
1249,58,1,3,43,18461,3,13,1715
1250,58,1,3,27,23174,3,13,1715
773,58,1,3,7,24320,3,13,1715
777,58,1,3,70,23082,3,13,1715
788,58,1,3,23,19481,3,13,1715
767,58,1,3,65,21702,3,13,1715
768,58,1,3,18,6928,3,13,1715
778,58,1,3,48,20232,3,13,1715
567,58,1,2,7700,20138,7,13,1715
1049,59,1,2,2500,26536,7,13,1715
505,59,1,2,3900,22532,7,13,1715
70,59,1,2,300,300,7,13,1715
732,59,1,2,10800,12900,7,13,1715
629,60,2,5,21400,50037,7,13,1715
881,60,1,2,700,700,7,13,1715
741,60,1,2,33035,33235,7,13,1715
190,60,2,5,8900,30093,7,13,1715
998,60,2,5,4200,33271,7,13,1715
629,61,1,2,7077,57114,7,13,1715
463,61,1,2,700,700,7,13,1715
115,61,1,2,400,400,7,13,1715
291,61,1,2,1000,1000,7,13,1715
1053,61,1,2,500,500,7,13,1715
922,61,1,2,500,500,7,13,1715
703,61,2,5,6900,27997,7,13,1715
573,61,1,2,30557,83039,7,13,1715
1130,62,1,2,10200,10400,7,13,1715
417,62,2,5,13400,42987,7,13,1715
138,62,2,5,8100,76843,7,13,1715
138,62,1,2,18451,84943,7,13,1715
685,62,1,2,2900,18358,7,13,1715
658,62,2,5,8100,28218,7,13,1715
459,62,1,2,5200,24820,7,13,1715
490,62,1,2,9500,10600,7,13,1715
800,62,1,2,900,24224,7,13,1715
1102,62,1,2,8813,53974,7,13,1715
1208,62,1,2,37305,66012,7,13,1715
370,62,1,2,1100,1100,7,13,1715
466,62,2,5,3200,31882,7,13,1715
231,62,2,5,10700,33972,7,13,1715
645,62,1,2,10600,15603,7,13,1715
665,63,1,2,600,600,7,13,1715
308,63,2,5,11800,37444,7,13,1715
138,63,2,5,25300,51543,7,13,1715
501,63,1,2,11538,12538,7,13,1715
716,63,1,2,24381,48472,7,13,1715
588,63,1,0,5123,16215,5,12,1081
367,63,1,2,7626,8526,7,13,1715
1032,63,1,0,4807,5307,5,7,586
306,63,1,2,23330,49071,7,13,1715
625,63,1,0,3247,3647,7,2,754
1090,63,2,5,8900,32352,7,13,1715
1179,63,1,0,26040,26240,7,5,626
521,63,1,0,3191,7182,7,0,432
160,63,1,2,300,300,7,13,1715
72,63,1,0,3972,4772,7,4,228
102,63,1,0,23041,45050,7,11,70
460,63,1,0,5224,11248,5,1,1634
634,63,1,0,4203,4703,5,7,478
491,63,1,0,5029,10458,5,10,702
209,63,1,0,6238,13576,5,10,531
216,63,1,0,3401,11035,7,4,114
1149,63,1,2,42227,78497,7,13,1715
1150,63,1,2,300,300,7,13,1715
773,63,1,2,20213,44533,7,13,1715
767,63,1,2,2700,24402,7,13,1715
1249,63,1,2,7618,26079,7,13,1715
93,63,1,2,19935,41932,7,13,1715
643,63,1,2,14609,15209,7,13,1715
644,63,1,0,4718,5218,5,7,1693
602,64,1,0,43493,43793,7,1,148
312,64,1,0,3375,6950,7,3,22
310,64,1,2,11970,12370,7,13,1715
138,64,2,4,1591,49952,7,11,983
134,64,1,2,6800,20329,7,13,1715
132,64,1,0,6388,6988,5,12,1592
111,64,1,2,12817,31968,7,13,1715
234,64,1,2,300,300,7,13,1715
201,64,1,2,400,400,7,13,1715
58,64,1,2,21718,22518,7,13,1715
56,64,1,0,5859,12018,5,3,294
575,64,1,2,7597,79940,7,13,1715
801,64,1,0,6934,7134,5,8,572
255,64,1,0,3217,7247,7,7,1230
1039,64,1,2,14626,30205,7,13,1715
1039,64,2,5,200,30005,7,13,1715
1208,64,2,5,19000,47012,7,13,1715
265,64,1,2,17914,18914,7,13,1715
266,64,1,2,4550,10018,7,13,1715
1011,64,1,0,4356,9012,5,3,544
762,64,1,0,5915,6215,5,9,189
1115,64,1,2,5643,6543,7,13,1715
467,64,1,0,6689,14278,5,9,768
180,64,2,5,4800,26657,7,13,1715
97,64,1,2,23638,24238,7,13,1715
601,65,1,2,11584,11784,7,13,1715
629,65,2,4,9612,47502,0,2,13
24,65,1,2,800,800,7,13,1715
39,65,1,0,4555,5455,5,8,698
992,65,1,2,20950,21750,7,13,1715
1045,65,1,2,5080,18383,7,13,1715
598,65,1,0,6153,7253,5,6,757
138,65,2,4,3572,46380,1,0,380
123,65,1,0,5039,10478,5,6,403
134,65,1,0,12785,33114,7,10,1260
325,65,1,0,4212,9124,5,11,1270
143,65,1,2,5404,6204,7,13,1715
114,65,1,2,2900,21839,7,13,1715
505,65,1,0,17632,40164,7,8,1338
506,65,1,0,3242,10254,7,9,763
623,65,1,0,3395,6990,7,9,348
240,65,1,2,10700,18464,7,13,1715
955,65,1,0,5081,5881,5,11,683
525,65,1,2,3900,22182,7,13,1715
923,65,1,0,3399,7411,7,3,1181
539,65,1,0,5298,16336,5,10,269
429,65,1,0,4042,4542,5,1,795
1230,65,1,2,14493,34324,7,13,1715
266,65,1,2,8200,18218,7,13,1715
270,65,1,0,31348,61418,7,9,1523
670,65,1,0,5544,11588,5,3,102
